exporte_und_importe_pro_region_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien sind aus Gründen des Datenschutzes zusammengefasst.",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
IMP,2022,Asien,Asien,C,10,Nahrungs- und Futtermittel,282335946,282335946
IMP,2022,Asien,Asien,C,11,Getränke,6336800,6336800
IMP,2022,Asien,Asien,C,13,Textilien,108897465,108897465
IMP,2022,Asien,Asien,C,14,Bekleidung,1151751472,1151751472
IMP,2022,Asien,Asien,C,15,Leder und Lederwaren,277535744,277535744
IMP,2022,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,24193812,24193812
IMP,2022,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",25473549,25473549
IMP,2022,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,1713777,1713777
IMP,2022,Asien,Asien,C,20,Chemische Erzeugnisse,278751977,278758480
IMP,2022,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,70532574,70532574
IMP,2022,Asien,Asien,C,22,Gummi- und Kunststoffwaren,222195515,222195515
IMP,2022,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",61434497,61434497
IMP,2022,Asien,Asien,C,24,Metalle,418920214,6365064925
IMP,2022,Asien,Asien,C,25,Metallerzeugnisse,247259938,247259938
IMP,2022,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",5318283473,5318283473
IMP,2022,Asien,Asien,C,27,Elektrische Ausrüstungen,871325041,871325041
IMP,2022,Asien,Asien,C,28,Maschinen,494930241,494930241
IMP,2022,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,371788440,371788440
IMP,2022,Asien,Asien,C,30,Sonstige Fahrzeuge,117140904,117140904
IMP,2022,Asien,Asien,C,31,Möbel,91382730,91382730
IMP,2022,Asien,Asien,C,32,"Waren, a.n.g.",430037503,461428456
IMP,2022,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",169332,169343
IMP,2022,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,9036248,9036248
IMP,2022,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",2711800,2711800
IMP,2022,Asien,Asien,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",62899,62899
IMP,2022,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,8001993
IMP,2022,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,5570216
IMP,2022,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,2290860,2290860
IMP,2022,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,479451932,479451932
IMP,2022,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,8442038,8442038
IMP,2022,Europa,EU27,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,3599914,3625034
IMP,2022,Europa,EU27,B,5,Kohle,4950643,4950643
IMP,2022,Europa,EU27,B,6,Erdöl und Erdgas,2202008022,2202008022
IMP,2022,Europa,EU27,B,7,Erze,198300,198300
IMP,2022,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,29482601,29587440
IMP,2022,Europa,EU27,C,10,Nahrungs- und Futtermittel,1202147191,1202147191
IMP,2022,Europa,EU27,C,11,Getränke,435135624,435135624
IMP,2022,Europa,EU27,C,12,Tabakerzeugnisse,1679260,1679260
IMP,2022,Europa,EU27,C,13,Textilien,246170230,246170230
IMP,2022,Europa,EU27,C,14,Bekleidung,374063776,374063776
IMP,2022,Europa,EU27,C,15,Leder und Lederwaren,196571066,196571066
IMP,2022,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,261172382,261172382
IMP,2022,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",466780319,466780319
IMP,2022,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",3496838,3496838
IMP,2022,Europa,EU27,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,1806626276,1806626276
IMP,2022,Europa,EU27,C,20,Chemische Erzeugnisse,1406242464,1406381043
IMP,2022,Europa,EU27,C,21,Pharmazeutische Erzeugnisse,1348026931,1348026931
IMP,2022,Europa,EU27,C,22,Gummi- und Kunststoffwaren,970884813,970884813
IMP,2022,Europa,EU27,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",385043285,385043285
IMP,2022,Europa,EU27,C,24,Metalle,1085341202,1973283899
IMP,2022,Europa,EU27,C,25,Metallerzeugnisse,867090384,867090384
IMP,2022,Europa,EU27,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2285683056,2285683056
IMP,2022,Europa,EU27,C,27,Elektrische Ausrüstungen,1631671387,1631671387
IMP,2022,Europa,EU27,C,28,Maschinen,2425843361,2425843361
IMP,2022,Europa,EU27,C,29,Kraftwagen und Kraftwagenteile,4598946609,4598946609
IMP,2022,Europa,EU27,C,30,Sonstige Fahrzeuge,660538140,660538140
IMP,2022,Europa,EU27,C,31,Möbel,471953748,471953748
IMP,2022,Europa,EU27,C,32,"Waren, a.n.g.",661730741,883041324
IMP,2022,Europa,EU27,D,35,Energie und Dienstleistungen der Energieversorgung,94316247,94316247
IMP,2022,Europa,EU27,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",11936105,12847197
IMP,2022,Europa,EU27,J,58,Dienstleistungen des Verlagswesens,259558703,259558703
IMP,2022,Europa,EU27,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",37946819,37946819
IMP,2022,Europa,EU27,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",471231,471231
IMP,2022,Europa,EU27,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,46707093
IMP,2022,Europa,EU27,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,37565575
IMP,2022,Europa,EU27,NA,NA,Verschiedene (weitere) Güterkategorien,40742,40742
IMP,2022,Europa,Übriges Europa,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,7342173,7342173
IMP,2022,Europa,Übriges Europa,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,201698,201698
IMP,2022,Europa,Übriges Europa,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,2640051,2643235
IMP,2022,Europa,Übriges Europa,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,206260,215583
IMP,2022,Europa,Übriges Europa,C,10,Nahrungs- und Futtermittel,126085707,126085707
IMP,2022,Europa,Übriges Europa,C,11,Getränke,30024458,30024458
IMP,2022,Europa,Übriges Europa,C,13,Textilien,35773498,35773498
IMP,2022,Europa,Übriges Europa,C,14,Bekleidung,241628025,241628025
IMP,2022,Europa,Übriges Europa,C,15,Leder und Lederwaren,10757314,10757314
IMP,2022,Europa,Übriges Europa,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,3404243,3404243
IMP,2022,Europa,Übriges Europa,C,17,"Papier, Pappe und Waren daraus",8857085,8857085
IMP,2022,Europa,Übriges Europa,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,208705,208705
IMP,2022,Europa,Übriges Europa,C,20,Chemische Erzeugnisse,87139743,87192563
IMP,2022,Europa,Übriges Europa,C,21,Pharmazeutische Erzeugnisse,73353432,73353432
IMP,2022,Europa,Übriges Europa,C,22,Gummi- und Kunststoffwaren,62878369,62878369
IMP,2022,Europa,Übriges Europa,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",12012807,12012807
IMP,2022,Europa,Übriges Europa,C,24,Metalle,41667548,4175061439
IMP,2022,Europa,Übriges Europa,C,25,Metallerzeugnisse,33661477,33661477
IMP,2022,Europa,Übriges Europa,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",94019085,94019085
IMP,2022,Europa,Übriges Europa,C,27,Elektrische Ausrüstungen,91842515,91842515
IMP,2022,Europa,Übriges Europa,C,28,Maschinen,92017999,92017999
IMP,2022,Europa,Übriges Europa,C,29,Kraftwagen und Kraftwagenteile,299832281,299832281
IMP,2022,Europa,Übriges Europa,C,30,Sonstige Fahrzeuge,31229843,31229843
IMP,2022,Europa,Übriges Europa,C,31,Möbel,25178586,25178586
IMP,2022,Europa,Übriges Europa,C,32,"Waren, a.n.g.",39631348,43208615
IMP,2022,Europa,Übriges Europa,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",159082,159082
IMP,2022,Europa,Übriges Europa,J,58,Dienstleistungen des Verlagswesens,13413684,13413684
IMP,2022,Europa,Übriges Europa,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",1301742,1301742
IMP,2022,Europa,Übriges Europa,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",522854,522854
IMP,2022,Europa,Übriges Europa,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,12100190
IMP,2022,Europa,Übriges Europa,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,14872816
IMP,2022,Europa,Übriges Europa,NA,NA,Verschiedene (weitere) Güterkategorien,93984299,93984299
IMP,2022,Ozeanien,Ozeanien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,3453917,3453917
IMP,2022,Ozeanien,Ozeanien,C,10,Nahrungs- und Futtermittel,5659562,5659562
IMP,2022,Ozeanien,Ozeanien,C,11,Getränke,1610852,1610852
IMP,2022,Ozeanien,Ozeanien,C,13,Textilien,51951,51951
IMP,2022,Ozeanien,Ozeanien,C,14,Bekleidung,227036,227036
IMP,2022,Ozeanien,Ozeanien,C,15,Leder und Lederwaren,153581,153581
IMP,2022,Ozeanien,Ozeanien,C,17,"Papier, Pappe und Waren daraus",36599,36599
IMP,2022,Ozeanien,Ozeanien,C,20,Chemische Erzeugnisse,4151235,4151235
IMP,2022,Ozeanien,Ozeanien,C,21,Pharmazeutische Erzeugnisse,2033070,2033070
IMP,2022,Ozeanien,Ozeanien,C,22,Gummi- und Kunststoffwaren,703665,703665
IMP,2022,Ozeanien,Ozeanien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",212925,212925
IMP,2022,Ozeanien,Ozeanien,C,24,Metalle,19915,602075009
IMP,2022,Ozeanien,Ozeanien,C,25,Metallerzeugnisse,603025,603025
IMP,2022,Ozeanien,Ozeanien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",3127331,3127331
IMP,2022,Ozeanien,Ozeanien,C,27,Elektrische Ausrüstungen,891526,891526
IMP,2022,Ozeanien,Ozeanien,C,28,Maschinen,1304990,1304990
IMP,2022,Ozeanien,Ozeanien,C,29,Kraftwagen und Kraftwagenteile,1678500,1678500
IMP,2022,Ozeanien,Ozeanien,C,30,Sonstige Fahrzeuge,64270,64270
IMP,2022,Ozeanien,Ozeanien,C,31,Möbel,41753,41753
IMP,2022,Ozeanien,Ozeanien,C,32,"Waren, a.n.g.",638148,1863566
IMP,2022,Ozeanien,Ozeanien,J,58,Dienstleistungen des Verlagswesens,28747,28747
IMP,2022,Ozeanien,Ozeanien,NA,NA,Verschiedene (weitere) Güterkategorien,426105,1109709
IMP,2023,Afrika,Afrika,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,75666334,75666334
IMP,2023,Afrika,Afrika,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,24340,24340
IMP,2023,Afrika,Afrika,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,20638,40509
IMP,2023,Afrika,Afrika,C,10,Nahrungs- und Futtermittel,21313936,21313936
IMP,2023,Afrika,Afrika,C,11,Getränke,3228570,3228570
IMP,2023,Afrika,Afrika,C,13,Textilien,5975245,5975245
IMP,2023,Afrika,Afrika,C,14,Bekleidung,63601041,63601041
IMP,2023,Afrika,Afrika,C,15,Leder und Lederwaren,2615022,2615022
IMP,2023,Afrika,Afrika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,285833,285833
IMP,2023,Afrika,Afrika,C,17,"Papier, Pappe und Waren daraus",84594,84594
IMP,2023,Afrika,Afrika,C,20,Chemische Erzeugnisse,5729904,5729904
IMP,2023,Afrika,Afrika,C,21,Pharmazeutische Erzeugnisse,253162,253162
IMP,2023,Afrika,Afrika,C,22,Gummi- und Kunststoffwaren,11370140,11370140
IMP,2023,Afrika,Afrika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",525412,525412
IMP,2023,Afrika,Afrika,C,24,Metalle,636172,1400918512
IMP,2023,Afrika,Afrika,C,25,Metallerzeugnisse,654896,654896
IMP,2023,Afrika,Afrika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",13898014,13898014
IMP,2023,Afrika,Afrika,C,27,Elektrische Ausrüstungen,9630890,9630890
IMP,2023,Afrika,Afrika,C,28,Maschinen,4518702,4518702
IMP,2023,Afrika,Afrika,C,29,Kraftwagen und Kraftwagenteile,202095765,202095765
IMP,2023,Afrika,Afrika,C,30,Sonstige Fahrzeuge,1378000,1378000
IMP,2023,Afrika,Afrika,C,31,Möbel,163271,163271
IMP,2023,Afrika,Afrika,C,32,"Waren, a.n.g.",1771675,8157349
IMP,2023,Afrika,Afrika,J,58,Dienstleistungen des Verlagswesens,112040,112040
IMP,2023,Afrika,Afrika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,145034
IMP,2023,Afrika,Afrika,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,2712012
IMP,2023,Afrika,Afrika,NA,NA,Verschiedene (weitere) Güterkategorien,273440,273440
IMP,2023,Amerika,US,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,7896319,7896319
IMP,2023,Amerika,US,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,2262425,2306669
IMP,2023,Amerika,US,C,10,Nahrungs- und Futtermittel,57593343,57593343
IMP,2023,Amerika,US,C,11,Getränke,14177138,14177138
IMP,2023,Amerika,US,C,13,Textilien,5111561,5111561
IMP,2023,Amerika,US,C,14,Bekleidung,8120844,8120844
IMP,2023,Amerika,US,C,15,Leder und Lederwaren,2968168,2968168
IMP,2023,Amerika,US,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,743334,743334
IMP,2023,Amerika,US,C,17,"Papier, Pappe und Waren daraus",2538099,2538099
IMP,2023,Amerika,US,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,792379,792379
IMP,2023,Amerika,US,C,20,Chemische Erzeugnisse,131727044,131792748
IMP,2023,Amerika,US,C,21,Pharmazeutische Erzeugnisse,99262584,99262584
IMP,2023,Amerika,US,C,22,Gummi- und Kunststoffwaren,42574900,42574900
IMP,2023,Amerika,US,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",10088598,10088598
IMP,2023,Amerika,US,C,24,Metalle,21243354,5061500261
IMP,2023,Amerika,US,C,25,Metallerzeugnisse,33779781,33779781
IMP,2023,Amerika,US,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",413872164,413872164
IMP,2023,Amerika,US,C,27,Elektrische Ausrüstungen,102384901,102384901
IMP,2023,Amerika,US,C,28,Maschinen,162294677,162294677
IMP,2023,Amerika,US,C,29,Kraftwagen und Kraftwagenteile,599056870,599056870
IMP,2023,Amerika,US,C,30,Sonstige Fahrzeuge,398518073,398518073
IMP,2023,Amerika,US,C,31,Möbel,4137068,4137068
IMP,2023,Amerika,US,C,32,"Waren, a.n.g.",119512229,138047593
IMP,2023,Amerika,US,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",9778,9778
IMP,2023,Amerika,US,J,58,Dienstleistungen des Verlagswesens,6853106,6853106
IMP,2023,Amerika,US,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",2518850,2518850
IMP,2023,Amerika,US,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,276256899
IMP,2023,Amerika,US,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,7170037
IMP,2023,Amerika,US,NA,NA,Verschiedene (weitere) Güterkategorien,147395,147395
IMP,2023,Amerika,Übriges Amerika,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,131760556,131760556
IMP,2023,Amerika,Übriges Amerika,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,65490,65490
IMP,2023,Amerika,Übriges Amerika,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,131219,162081
IMP,2023,Amerika,Übriges Amerika,C,10,Nahrungs- und Futtermittel,31248638,31248638
IMP,2023,Amerika,Übriges Amerika,C,11,Getränke,9735781,9735781
IMP,2023,Amerika,Übriges Amerika,C,12,Tabakerzeugnisse,1318264,1318264
IMP,2023,Amerika,Übriges Amerika,C,13,Textilien,725989,725989
IMP,2023,Amerika,Übriges Amerika,C,14,Bekleidung,7182261,7182261
IMP,2023,Amerika,Übriges Amerika,C,15,Leder und Lederwaren,3259478,3259478
IMP,2023,Amerika,Übriges Amerika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1535608,1535608
IMP,2023,Amerika,Übriges Amerika,C,17,"Papier, Pappe und Waren daraus",60174,60174
IMP,2023,Amerika,Übriges Amerika,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,271935,271935
IMP,2023,Amerika,Übriges Amerika,C,20,Chemische Erzeugnisse,20949049,20949803
IMP,2023,Amerika,Übriges Amerika,C,21,Pharmazeutische Erzeugnisse,58346198,58346198
IMP,2023,Amerika,Übriges Amerika,C,22,Gummi- und Kunststoffwaren,5723693,5723693
IMP,2023,Amerika,Übriges Amerika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1003881,1003881
IMP,2023,Amerika,Übriges Amerika,C,24,Metalle,1079391,2390361068
IMP,2023,Amerika,Übriges Amerika,C,25,Metallerzeugnisse,2558194,2558194
IMP,2023,Amerika,Übriges Amerika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",78921241,78921241
IMP,2023,Amerika,Übriges Amerika,C,27,Elektrische Ausrüstungen,19407253,19407253
IMP,2023,Amerika,Übriges Amerika,C,28,Maschinen,11825052,11825052
IMP,2023,Amerika,Übriges Amerika,C,29,Kraftwagen und Kraftwagenteile,131487207,131487207
IMP,2023,Amerika,Übriges Amerika,C,30,Sonstige Fahrzeuge,15003117,15003117
IMP,2023,Amerika,Übriges Amerika,C,31,Möbel,679448,679448
IMP,2023,Amerika,Übriges Amerika,C,32,"Waren, a.n.g.",13407738,22597920
IMP,2023,Amerika,Übriges Amerika,J,58,Dienstleistungen des Verlagswesens,420783,420783
IMP,2023,Amerika,Übriges Amerika,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",556803,556803
IMP,2023,Amerika,Übriges Amerika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,722370
IMP,2023,Amerika,Übriges Amerika,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,2402507
IMP,2023,Amerika,Übriges Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,9231,9231
IMP,2023,Asien,Asien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,22439781,22439781
IMP,2023,Asien,Asien,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,465806,465806
IMP,2023,Asien,Asien,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,3041672,3102290
IMP,2023,Asien,Asien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,514059,525193
IMP,2023,Asien,Asien,C,10,Nahrungs- und Futtermittel,218492585,218492585
IMP,2023,Asien,Asien,C,11,Getränke,5760701,5760701
IMP,2023,Asien,Asien,C,13,Textilien,85866637,85866637
IMP,2023,Asien,Asien,C,14,Bekleidung,1110528053,1110528053
IMP,2023,Asien,Asien,C,15,Leder und Lederwaren,262054076,262054076
IMP,2023,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,16553934,16553934
IMP,2023,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",28931250,28931250
IMP,2023,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,2145574,2145574
IMP,2023,Asien,Asien,C,20,Chemische Erzeugnisse,224953737,224982100
IMP,2023,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,54229479,54229479
IMP,2023,Asien,Asien,C,22,Gummi- und Kunststoffwaren,196373471,196373471
IMP,2023,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",50402076,50402076
IMP,2023,Asien,Asien,C,24,Metalle,189506421,7323431622
IMP,2023,Asien,Asien,C,25,Metallerzeugnisse,187960986,187960986
IMP,2023,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",4420926122,4420926122
IMP,2023,Asien,Asien,C,27,Elektrische Ausrüstungen,742740048,742740048
IMP,2023,Asien,Asien,C,28,Maschinen,484815674,484815674
IMP,2023,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,549767081,549767081
IMP,2023,Asien,Asien,C,30,Sonstige Fahrzeuge,93998452,93998452
IMP,2023,Asien,Asien,C,31,Möbel,65650410,65650410
IMP,2023,Asien,Asien,C,32,"Waren, a.n.g.",407874895,426915596
IMP,2023,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",37090,37090
IMP,2023,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,8832427,8832427
IMP,2023,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",2292882,2292882
IMP,2023,Asien,Asien,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",56775,56775
IMP,2023,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,23472759
IMP,2023,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,4170417
IMP,2023,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,1375755,1375755
IMP,2023,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,470554798,470554798
IMP,2023,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,7979206,7979206
IMP,2023,Europa,EU27,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,4041925,4128997
IMP,2023,Europa,EU27,B,6,Erdöl und Erdgas,525566248,525566248
IMP,2023,Europa,EU27,B,7,Erze,255802,255802
IMP,2023,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,26961474,26999721
IMP,2023,Europa,EU27,C,10,Nahrungs- und Futtermittel,1303048129,1303048129
IMP,2023,Europa,EU27,C,11,Getränke,449487101,449487101
IMP,2023,Europa,EU27,C,12,Tabakerzeugnisse,1765745,1765745
IMP,2023,Europa,EU27,C,13,Textilien,226748494,226748494
IMP,2023,Europa,EU27,C,14,Bekleidung,366433062,366433062
IMP,2023,Europa,EU27,C,15,Leder und Lederwaren,198740535,198740535
IMP,2023,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,216037308,216037308
IMP,2023,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",446475192,446475192
IMP,2023,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",2812685,2812685
IMP,2023,Europa,EU27,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,1608370093,1608370093
IMP,2023,Europa,EU27,C,20,Chemische Erzeugnisse,1353628487,1353781083
IMP,2023,Europa,EU27,C,21,Pharmazeutische Erzeugnisse,1044971482,1044971482
IMP,2023,Europa,EU27,C,22,Gummi- und Kunststoffwaren,893563257,893563257
IMP,2023,Europa,EU27,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",357925322,357925322
IMP,2023,Europa,EU27,C,24,Metalle,809476839,1808856989
IMP,2023,Europa,EU27,C,25,Metallerzeugnisse,808468927,808468927
IMP,2023,Europa,EU27,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2373753674,2373753674
IMP,2023,Europa,EU27,C,27,Elektrische Ausrüstungen,1648876155,1648876155
IMP,2023,Europa,EU27,C,28,Maschinen,2588633128,2588633128
IMP,2023,Europa,EU27,C,29,Kraftwagen und Kraftwagenteile,5335095695,5335095695
IMP,2023,Europa,EU27,C,30,Sonstige Fahrzeuge,696667358,696667358
IMP,2023,Europa,EU27,C,31,Möbel,456233827,456233827
IMP,2023,Europa,EU27,C,32,"Waren, a.n.g.",689673789,802764926
IMP,2023,Europa,EU27,D,35,Energie und Dienstleistungen der Energieversorgung,26986579,26986579
IMP,2023,Europa,EU27,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",18878091,20101289
IMP,2023,Europa,EU27,J,58,Dienstleistungen des Verlagswesens,251668208,251668208
IMP,2023,Europa,EU27,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",27361070,27361070
IMP,2023,Europa,EU27,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",516450,516450
IMP,2023,Europa,EU27,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,43364774
IMP,2023,Europa,EU27,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,61839562
IMP,2023,Europa,EU27,NA,NA,Verschiedene (weitere) Güterkategorien,2253636,2253636
IMP,2023,Europa,Übriges Europa,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,5996763,5996763
