exporte_und_importe_pro_region_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien sind aus Gründen des Datenschutzes zusammengefasst.",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
EXP,2021,Amerika,US,C,27,Elektrische Ausrüstungen,167108402,167108402
EXP,2021,Amerika,US,C,28,Maschinen,370101984,370101984
EXP,2021,Amerika,US,C,29,Kraftwagen und Kraftwagenteile,1449141,1449141
EXP,2021,Amerika,US,C,30,Sonstige Fahrzeuge,40122323,40122323
EXP,2021,Amerika,US,C,31,Möbel,1255016,1255016
EXP,2021,Amerika,US,C,32,"Waren, a.n.g.",478374251,493922059
EXP,2021,Amerika,US,J,58,Dienstleistungen des Verlagswesens,4996595,4996595
EXP,2021,Amerika,US,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",993168,993168
EXP,2021,Amerika,US,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,111487408
EXP,2021,Amerika,US,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,46094380
EXP,2021,Amerika,US,NA,NA,Verschiedene (weitere) Güterkategorien,235112,745291
EXP,2021,Amerika,Übriges Amerika,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,147672,147672
EXP,2021,Amerika,Übriges Amerika,C,10,Nahrungs- und Futtermittel,56607508,56607508
EXP,2021,Amerika,Übriges Amerika,C,11,Getränke,574291,574291
EXP,2021,Amerika,Übriges Amerika,C,13,Textilien,889004,889004
EXP,2021,Amerika,Übriges Amerika,C,14,Bekleidung,549971,549971
EXP,2021,Amerika,Übriges Amerika,C,15,Leder und Lederwaren,202446,202446
EXP,2021,Amerika,Übriges Amerika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,103144,103144
EXP,2021,Amerika,Übriges Amerika,C,17,"Papier, Pappe und Waren daraus",94763,94763
EXP,2021,Amerika,Übriges Amerika,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,36654,36654
EXP,2021,Amerika,Übriges Amerika,C,20,Chemische Erzeugnisse,81099434,81099434
EXP,2021,Amerika,Übriges Amerika,C,21,Pharmazeutische Erzeugnisse,7364670,7364670
EXP,2021,Amerika,Übriges Amerika,C,22,Gummi- und Kunststoffwaren,6026127,6026127
EXP,2021,Amerika,Übriges Amerika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",4291138,4291138
EXP,2021,Amerika,Übriges Amerika,C,24,Metalle,1029259,1149364
EXP,2021,Amerika,Übriges Amerika,C,25,Metallerzeugnisse,6881360,6881360
EXP,2021,Amerika,Übriges Amerika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",54491714,54491714
EXP,2021,Amerika,Übriges Amerika,C,27,Elektrische Ausrüstungen,34463282,34463282
EXP,2021,Amerika,Übriges Amerika,C,28,Maschinen,76481201,76481201
EXP,2021,Amerika,Übriges Amerika,C,29,Kraftwagen und Kraftwagenteile,815523,815523
EXP,2021,Amerika,Übriges Amerika,C,30,Sonstige Fahrzeuge,17214865,17214865
EXP,2021,Amerika,Übriges Amerika,C,31,Möbel,118260,118260
EXP,2021,Amerika,Übriges Amerika,C,32,"Waren, a.n.g.",20411323,20411692
EXP,2021,Amerika,Übriges Amerika,J,58,Dienstleistungen des Verlagswesens,13741898,13741898
EXP,2021,Amerika,Übriges Amerika,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",77282,77282
EXP,2021,Amerika,Übriges Amerika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,2000946
EXP,2021,Amerika,Übriges Amerika,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,1006723
EXP,2021,Amerika,Übriges Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,4258530,4589855
EXP,2021,Asien,Asien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,438948,438948
EXP,2021,Asien,Asien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,40062,40062
EXP,2021,Asien,Asien,C,10,Nahrungs- und Futtermittel,94107184,94107184
EXP,2021,Asien,Asien,C,11,Getränke,6439671,6439671
EXP,2021,Asien,Asien,C,13,Textilien,4373039,4373039
EXP,2021,Asien,Asien,C,14,Bekleidung,2680540,2680540
EXP,2021,Asien,Asien,C,15,Leder und Lederwaren,20364582,20364582
EXP,2021,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1098422,1098422
EXP,2021,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",1070139,1070139
EXP,2021,Asien,Asien,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",114820,114820
EXP,2021,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,731403,731403
EXP,2021,Asien,Asien,C,20,Chemische Erzeugnisse,249795115,249795140
EXP,2021,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,13456397,13456397
EXP,2021,Asien,Asien,C,22,Gummi- und Kunststoffwaren,50296537,50296537
EXP,2021,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",20899772,20899772
EXP,2021,Asien,Asien,C,24,Metalle,11481610,6640333116
EXP,2021,Asien,Asien,C,25,Metallerzeugnisse,73834622,73834622
EXP,2021,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1135344571,1135344571
EXP,2021,Asien,Asien,C,27,Elektrische Ausrüstungen,258042777,258042777
EXP,2021,Asien,Asien,C,28,Maschinen,763974023,763974023
EXP,2021,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,5629466,5629466
EXP,2021,Asien,Asien,C,30,Sonstige Fahrzeuge,13625004,13625004
EXP,2021,Asien,Asien,C,31,Möbel,972662,972662
EXP,2021,Asien,Asien,C,32,"Waren, a.n.g.",112569726,121819147
EXP,2021,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",21769771,21931808
EXP,2021,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,10300058,10300058
EXP,2021,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",1730824,1730824
EXP,2021,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,34608644
EXP,2021,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,8467529
EXP,2021,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,635895,635895
EXP,2021,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,15230118,15230118
EXP,2021,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,2853475,2853475
EXP,2021,Europa,EU27,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,125981,137419
EXP,2021,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,2196980,2252095
EXP,2021,Europa,EU27,C,10,Nahrungs- und Futtermittel,437696839,437696839
EXP,2021,Europa,EU27,C,11,Getränke,4329481,4329481
EXP,2021,Europa,EU27,C,13,Textilien,66741532,66741532
EXP,2021,Europa,EU27,C,14,Bekleidung,419080224,419080224
EXP,2021,Europa,EU27,C,15,Leder und Lederwaren,65102953,65102953
EXP,2021,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,13264090,13264090
EXP,2021,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",18398144,18398144
EXP,2021,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",3155634,3155634
EXP,2021,Europa,EU27,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,6138606,6138606
EXP,2021,Europa,EU27,C,20,Chemische Erzeugnisse,718095436,718164317
EXP,2021,Europa,EU27,C,21,Pharmazeutische Erzeugnisse,88049260,88049260
EXP,2021,Europa,EU27,C,22,Gummi- und Kunststoffwaren,313695026,313695026
EXP,2021,Europa,EU27,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",67114513,67114513
EXP,2021,Europa,EU27,C,24,Metalle,78009959,565192747
EXP,2021,Europa,EU27,C,25,Metallerzeugnisse,422547276,422547276
EXP,2021,Europa,EU27,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1667151913,1667151913
EXP,2021,Europa,EU27,C,27,Elektrische Ausrüstungen,850521321,850521321
EXP,2021,Europa,EU27,C,28,Maschinen,1260054665,1260054665
EXP,2021,Europa,EU27,C,29,Kraftwagen und Kraftwagenteile,213841446,213841446
EXP,2021,Europa,EU27,C,30,Sonstige Fahrzeuge,295060077,295060077
EXP,2021,Europa,EU27,C,31,Möbel,30459463,30459463
EXP,2021,Europa,EU27,C,32,"Waren, a.n.g.",737180538,788261426
EXP,2021,Europa,EU27,D,35,Energie und Dienstleistungen der Energieversorgung,72445404,72445404
EXP,2021,Europa,EU27,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",281646459,302919990
EXP,2021,Europa,EU27,J,58,Dienstleistungen des Verlagswesens,28005000,28005000
EXP,2021,Europa,EU27,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",5520943,5520943
EXP,2021,Europa,EU27,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",1512268,1512268
EXP,2021,Europa,EU27,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,76002138
EXP,2021,Europa,EU27,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,21715453
EXP,2021,Europa,EU27,NA,NA,Verschiedene (weitere) Güterkategorien,62516,62516
EXP,2021,Europa,Übriges Europa,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,55830,55830
EXP,2021,Europa,Übriges Europa,C,10,Nahrungs- und Futtermittel,61597490,61597490
EXP,2021,Europa,Übriges Europa,C,11,Getränke,3986035,3986035
EXP,2021,Europa,Übriges Europa,C,13,Textilien,2877317,2877317
EXP,2021,Europa,Übriges Europa,C,14,Bekleidung,3305479,3305479
EXP,2021,Europa,Übriges Europa,C,15,Leder und Lederwaren,2519479,2519479
EXP,2021,Europa,Übriges Europa,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,139745,139745
EXP,2021,Europa,Übriges Europa,C,17,"Papier, Pappe und Waren daraus",1243139,1243139
EXP,2021,Europa,Übriges Europa,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,2514544,2514544
EXP,2021,Europa,Übriges Europa,C,20,Chemische Erzeugnisse,116811107,116811107
EXP,2021,Europa,Übriges Europa,C,21,Pharmazeutische Erzeugnisse,29144610,29144610
EXP,2021,Europa,Übriges Europa,C,22,Gummi- und Kunststoffwaren,25005520,25005520
EXP,2021,Europa,Übriges Europa,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",4645646,4645646
EXP,2021,Europa,Übriges Europa,C,24,Metalle,4313746,3197689960
EXP,2021,Europa,Übriges Europa,C,25,Metallerzeugnisse,21521167,21521167
EXP,2021,Europa,Übriges Europa,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",168315507,168315507
EXP,2021,Europa,Übriges Europa,C,27,Elektrische Ausrüstungen,124147851,124147851
EXP,2021,Europa,Übriges Europa,C,28,Maschinen,219311327,219311327
EXP,2021,Europa,Übriges Europa,C,29,Kraftwagen und Kraftwagenteile,18680800,18680800
EXP,2021,Europa,Übriges Europa,C,30,Sonstige Fahrzeuge,55581823,55581823
EXP,2021,Europa,Übriges Europa,C,31,Möbel,938423,938423
EXP,2021,Europa,Übriges Europa,C,32,"Waren, a.n.g.",38082955,68484024
EXP,2021,Europa,Übriges Europa,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",1752590,5629042
EXP,2021,Europa,Übriges Europa,J,58,Dienstleistungen des Verlagswesens,6695123,6695123
EXP,2021,Europa,Übriges Europa,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",447855,447855
EXP,2021,Europa,Übriges Europa,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,30550852
EXP,2021,Europa,Übriges Europa,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,18038770
EXP,2021,Europa,Übriges Europa,NA,NA,Verschiedene (weitere) Güterkategorien,177352,180231
EXP,2021,Ozeanien,Ozeanien,C,10,Nahrungs- und Futtermittel,24950533,24950533
EXP,2021,Ozeanien,Ozeanien,C,13,Textilien,145856,145856
EXP,2021,Ozeanien,Ozeanien,C,14,Bekleidung,856845,856845
EXP,2021,Ozeanien,Ozeanien,C,15,Leder und Lederwaren,361453,361453
EXP,2021,Ozeanien,Ozeanien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,993,993
EXP,2021,Ozeanien,Ozeanien,C,17,"Papier, Pappe und Waren daraus",12991,12991
EXP,2021,Ozeanien,Ozeanien,C,20,Chemische Erzeugnisse,5343558,5343558
EXP,2021,Ozeanien,Ozeanien,C,21,Pharmazeutische Erzeugnisse,1328791,1328791
EXP,2021,Ozeanien,Ozeanien,C,22,Gummi- und Kunststoffwaren,1467395,1467395
EXP,2021,Ozeanien,Ozeanien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",227587,227587
EXP,2021,Ozeanien,Ozeanien,C,24,Metalle,80266,81155
EXP,2021,Ozeanien,Ozeanien,C,25,Metallerzeugnisse,2208930,2208930
EXP,2021,Ozeanien,Ozeanien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",21884193,21884193
EXP,2021,Ozeanien,Ozeanien,C,27,Elektrische Ausrüstungen,14176547,14176547
EXP,2021,Ozeanien,Ozeanien,C,28,Maschinen,22810409,22810409
EXP,2021,Ozeanien,Ozeanien,C,30,Sonstige Fahrzeuge,14148711,14148711
EXP,2021,Ozeanien,Ozeanien,C,32,"Waren, a.n.g.",20096157,20666450
EXP,2021,Ozeanien,Ozeanien,J,58,Dienstleistungen des Verlagswesens,15370,15370
EXP,2021,Ozeanien,Ozeanien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",37905,37905
EXP,2021,Ozeanien,Ozeanien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,781377
EXP,2021,Ozeanien,Ozeanien,NA,NA,Verschiedene (weitere) Güterkategorien,284119,957486
EXP,2022,Afrika,Afrika,C,10,Nahrungs- und Futtermittel,6997097,6997097
EXP,2022,Afrika,Afrika,C,13,Textilien,779847,779847
EXP,2022,Afrika,Afrika,C,14,Bekleidung,25617,25617
EXP,2022,Afrika,Afrika,C,15,Leder und Lederwaren,62289,62289
EXP,2022,Afrika,Afrika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,4119,4119
EXP,2022,Afrika,Afrika,C,17,"Papier, Pappe und Waren daraus",573687,573687
EXP,2022,Afrika,Afrika,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,5377,5377
EXP,2022,Afrika,Afrika,C,20,Chemische Erzeugnisse,45070356,45070356
EXP,2022,Afrika,Afrika,C,21,Pharmazeutische Erzeugnisse,2436868,2436868
EXP,2022,Afrika,Afrika,C,22,Gummi- und Kunststoffwaren,1984355,1984355
EXP,2022,Afrika,Afrika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",695459,695459
EXP,2022,Afrika,Afrika,C,24,Metalle,539270,22364396
EXP,2022,Afrika,Afrika,C,25,Metallerzeugnisse,2237416,2237416
EXP,2022,Afrika,Afrika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",24805711,24805711
EXP,2022,Afrika,Afrika,C,27,Elektrische Ausrüstungen,14740610,14740610
EXP,2022,Afrika,Afrika,C,28,Maschinen,27152965,27152965
EXP,2022,Afrika,Afrika,C,29,Kraftwagen und Kraftwagenteile,13082422,13082422
EXP,2022,Afrika,Afrika,C,30,Sonstige Fahrzeuge,784322,784322
EXP,2022,Afrika,Afrika,C,31,Möbel,91889,91889
EXP,2022,Afrika,Afrika,C,32,"Waren, a.n.g.",4035359,4039163
EXP,2022,Afrika,Afrika,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",80764,80764
EXP,2022,Afrika,Afrika,J,58,Dienstleistungen des Verlagswesens,4838254,4838254
EXP,2022,Afrika,Afrika,NA,NA,Verschiedene (weitere) Güterkategorien,859486,1031821
EXP,2022,Amerika,US,C,10,Nahrungs- und Futtermittel,47347544,47347544
EXP,2022,Amerika,US,C,11,Getränke,622237,622237
EXP,2022,Amerika,US,C,13,Textilien,2056103,2056103
EXP,2022,Amerika,US,C,14,Bekleidung,2306381,2306381
EXP,2022,Amerika,US,C,15,Leder und Lederwaren,2496399,2496399
EXP,2022,Amerika,US,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,270331,270331
EXP,2022,Amerika,US,C,17,"Papier, Pappe und Waren daraus",657402,657402
EXP,2022,Amerika,US,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,6100443,6100443
EXP,2022,Amerika,US,C,20,Chemische Erzeugnisse,70451116,70825665
EXP,2022,Amerika,US,C,21,Pharmazeutische Erzeugnisse,83663757,83663757
EXP,2022,Amerika,US,C,22,Gummi- und Kunststoffwaren,23300105,23300105
EXP,2022,Amerika,US,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",16023010,16023010
EXP,2022,Amerika,US,C,24,Metalle,1784806,464349660
EXP,2022,Amerika,US,C,25,Metallerzeugnisse,54138346,54138346
EXP,2022,Amerika,US,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",653130129,653130129
EXP,2022,Amerika,US,C,27,Elektrische Ausrüstungen,165444480,165444480
EXP,2022,Amerika,US,C,28,Maschinen,382733546,382733546
EXP,2022,Amerika,US,C,29,Kraftwagen und Kraftwagenteile,1984018,1984018
EXP,2022,Amerika,US,C,30,Sonstige Fahrzeuge,112566631,112566631
EXP,2022,Amerika,US,C,31,Möbel,1075839,1075839
EXP,2022,Amerika,US,C,32,"Waren, a.n.g.",395974773,422966371
EXP,2022,Amerika,US,J,58,Dienstleistungen des Verlagswesens,194340057,194340057
EXP,2022,Amerika,US,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",1051120,1051120
EXP,2022,Amerika,US,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,157976715
EXP,2022,Amerika,US,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,59230898
EXP,2022,Amerika,US,NA,NA,Verschiedene (weitere) Güterkategorien,532655,562898
EXP,2022,Amerika,Übriges Amerika,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,8099,9809
EXP,2022,Amerika,Übriges Amerika,C,10,Nahrungs- und Futtermittel,62860539,62860539
EXP,2022,Amerika,Übriges Amerika,C,13,Textilien,992131,992131
EXP,2022,Amerika,Übriges Amerika,C,14,Bekleidung,1088080,1088080
EXP,2022,Amerika,Übriges Amerika,C,15,Leder und Lederwaren,225168,225168
EXP,2022,Amerika,Übriges Amerika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,6567,6567
EXP,2022,Amerika,Übriges Amerika,C,17,"Papier, Pappe und Waren daraus",69656,69656
EXP,2022,Amerika,Übriges Amerika,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,92664,92664
EXP,2022,Amerika,Übriges Amerika,C,20,Chemische Erzeugnisse,74132483,74132483
EXP,2022,Amerika,Übriges Amerika,C,21,Pharmazeutische Erzeugnisse,8424026,8424026
EXP,2022,Amerika,Übriges Amerika,C,22,Gummi- und Kunststoffwaren,7271784,7271784
EXP,2022,Amerika,Übriges Amerika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",4055562,4055562
EXP,2022,Amerika,Übriges Amerika,C,24,Metalle,410014,32416935
EXP,2022,Amerika,Übriges Amerika,C,25,Metallerzeugnisse,7345921,7345921
EXP,2022,Amerika,Übriges Amerika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",71958076,71958076
EXP,2022,Amerika,Übriges Amerika,C,27,Elektrische Ausrüstungen,65959021,65959021
EXP,2022,Amerika,Übriges Amerika,C,28,Maschinen,85432201,85432201
EXP,2022,Amerika,Übriges Amerika,C,29,Kraftwagen und Kraftwagenteile,9480036,9480036
EXP,2022,Amerika,Übriges Amerika,C,30,Sonstige Fahrzeuge,37373668,37373668
EXP,2022,Amerika,Übriges Amerika,C,31,Möbel,156170,156170
EXP,2022,Amerika,Übriges Amerika,C,32,"Waren, a.n.g.",29531708,54626860
EXP,2022,Amerika,Übriges Amerika,J,58,Dienstleistungen des Verlagswesens,3999130,3999130
EXP,2022,Amerika,Übriges Amerika,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",80081,80081
EXP,2022,Amerika,Übriges Amerika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,13360470
EXP,2022,Amerika,Übriges Amerika,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,640179
EXP,2022,Amerika,Übriges Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,5488169,5816430
EXP,2022,Asien,Asien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,327929,327929
EXP,2022,Asien,Asien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,35847,35847
EXP,2022,Asien,Asien,C,10,Nahrungs- und Futtermittel,104867943,104867943
EXP,2022,Asien,Asien,C,11,Getränke,4744937,4744937
EXP,2022,Asien,Asien,C,13,Textilien,5043128,5043128
EXP,2022,Asien,Asien,C,14,Bekleidung,4157898,4157898
EXP,2022,Asien,Asien,C,15,Leder und Lederwaren,19129518,19129518
EXP,2022,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1398441,1398441
EXP,2022,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",1298584,1298584
EXP,2022,Asien,Asien,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",134008,134008
EXP,2022,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,16094754,16094754
EXP,2022,Asien,Asien,C,20,Chemische Erzeugnisse,262430218,262430218
EXP,2022,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,20353611,20353611
EXP,2022,Asien,Asien,C,22,Gummi- und Kunststoffwaren,45918038,45918038
EXP,2022,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",19606037,19606037
EXP,2022,Asien,Asien,C,24,Metalle,11188653,9816809093
EXP,2022,Asien,Asien,C,25,Metallerzeugnisse,277277734,277277734
EXP,2022,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1277375404,1277375404
EXP,2022,Asien,Asien,C,27,Elektrische Ausrüstungen,318607890,318607890
EXP,2022,Asien,Asien,C,28,Maschinen,1001994752,1001994752
EXP,2022,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,11155948,11155948
EXP,2022,Asien,Asien,C,30,Sonstige Fahrzeuge,18898809,18898809
EXP,2022,Asien,Asien,C,31,Möbel,1508921,1508921
EXP,2022,Asien,Asien,C,32,"Waren, a.n.g.",124384042,140879113
EXP,2022,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",15201812,15668206
EXP,2022,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,11447343,11447343
EXP,2022,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",2805314,2805314
EXP,2022,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,34342151
EXP,2022,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,11006475
EXP,2022,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,257333,276472
EXP,2022,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,10962461,10962461
EXP,2022,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,2829641,2829641
EXP,2022,Europa,EU27,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,26124,63034
EXP,2022,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,1655870,1786320
EXP,2022,Europa,EU27,C,10,Nahrungs- und Futtermittel,502837782,502837782
EXP,2022,Europa,EU27,C,11,Getränke,7070220,7070220
EXP,2022,Europa,EU27,C,13,Textilien,62554100,62554100
EXP,2022,Europa,EU27,C,14,Bekleidung,491175630,491175630
EXP,2022,Europa,EU27,C,15,Leder und Lederwaren,74746354,74746354
EXP,2022,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,12064731,12064731
EXP,2022,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",27478862,27478862
EXP,2022,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",3093701,3093701
EXP,2022,Europa,EU27,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,16609290,16609290
EXP,2022,Europa,EU27,C,20,Chemische Erzeugnisse,809198844,809363970
EXP,2022,Europa,EU27,C,21,Pharmazeutische Erzeugnisse,72344169,72344169
EXP,2022,Europa,EU27,C,22,Gummi- und Kunststoffwaren,329660086,329660086
EXP,2022,Europa,EU27,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",69987921,69987921
EXP,2022,Europa,EU27,C,24,Metalle,93371922,910543165
EXP,2022,Europa,EU27,C,25,Metallerzeugnisse,432051106,432051106
