exporte_und_importe_pro_land_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien und Länder sind aus Gründen des Datenschutzes zusammengefasst. Die Sammelkategorien sind so gebildet, dass die Ländertotale korrekt sind.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,lnd_iso2,lnd_desc,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
EXP,2016,Afrika,Afrika,DZ,Algerien,C,20,Chemische Erzeugnisse,1331186,1331186
EXP,2016,Afrika,Afrika,DZ,Algerien,C,25,Metallerzeugnisse,54227,54227
EXP,2016,Afrika,Afrika,DZ,Algerien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",4452675,4452675
EXP,2016,Afrika,Afrika,DZ,Algerien,C,27,Elektrische Ausrüstungen,1191826,1191826
EXP,2016,Afrika,Afrika,DZ,Algerien,C,28,Maschinen,18799921,18799921
EXP,2016,Afrika,Afrika,DZ,Algerien,J,58,Dienstleistungen des Verlagswesens,1560,1560
EXP,2016,Afrika,Afrika,DZ,Algerien,NA,NA,Verschiedene (weitere) Güterkategorien,2781824,8170518
EXP,2016,Afrika,Afrika,AO,Angola,NA,NA,Verschiedene (weitere) Güterkategorien,966332,966332
EXP,2016,Afrika,Afrika,BJ,Benin,NA,NA,Verschiedene (weitere) Güterkategorien,1991039,1991039
EXP,2016,Afrika,Afrika,BF,Burkina Faso,NA,NA,Verschiedene (weitere) Güterkategorien,78488,78488
EXP,2016,Afrika,Afrika,CV,Cabo Verde,NA,NA,Verschiedene (weitere) Güterkategorien,18134,18134
EXP,2016,Afrika,Afrika,CI,Côte d'Ivoire,C,20,Chemische Erzeugnisse,3303984,3303984
EXP,2016,Afrika,Afrika,CI,Côte d'Ivoire,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",21841,21841
EXP,2016,Afrika,Afrika,CI,Côte d'Ivoire,C,28,Maschinen,869521,869521
EXP,2016,Afrika,Afrika,CI,Côte d'Ivoire,NA,NA,Verschiedene (weitere) Güterkategorien,2060007,2060007
EXP,2016,Afrika,Afrika,DJ,Dschibuti,NA,NA,Verschiedene (weitere) Güterkategorien,116063,116063
EXP,2016,Afrika,Afrika,ER,Eritrea,NA,NA,Verschiedene (weitere) Güterkategorien,136682,136682
EXP,2016,Afrika,Afrika,GA,Gabun,NA,NA,Verschiedene (weitere) Güterkategorien,125680,125680
EXP,2016,Afrika,Afrika,GM,Gambia,NA,NA,Verschiedene (weitere) Güterkategorien,111102,111102
EXP,2016,Afrika,Afrika,GH,Ghana,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",102463,102463
EXP,2016,Afrika,Afrika,GH,Ghana,NA,NA,Verschiedene (weitere) Güterkategorien,2119822,2119822
EXP,2016,Afrika,Afrika,GN,Guinea,NA,NA,Verschiedene (weitere) Güterkategorien,421000,421000
EXP,2016,Afrika,Afrika,CM,Kamerun,C,22,Gummi- und Kunststoffwaren,18666,18666
EXP,2016,Afrika,Afrika,CM,Kamerun,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",65294,65294
EXP,2016,Afrika,Afrika,CM,Kamerun,NA,NA,Verschiedene (weitere) Güterkategorien,1016429,1016429
EXP,2016,Afrika,Afrika,KE,Kenia,C,20,Chemische Erzeugnisse,1961571,1961571
EXP,2016,Afrika,Afrika,KE,Kenia,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",378775,378775
EXP,2016,Afrika,Afrika,KE,Kenia,C,28,Maschinen,382704,382704
EXP,2016,Afrika,Afrika,KE,Kenia,NA,NA,Verschiedene (weitere) Güterkategorien,539985,539985
EXP,2016,Afrika,Afrika,CG,Kongo (Brazzaville),NA,NA,Verschiedene (weitere) Güterkategorien,520948,520948
EXP,2016,Afrika,Afrika,CD,Kongo (Kinshasa),NA,NA,Verschiedene (weitere) Güterkategorien,770140,770140
EXP,2016,Afrika,Afrika,LR,Liberia,NA,NA,Verschiedene (weitere) Güterkategorien,849817,909385
EXP,2016,Afrika,Afrika,LY,Libyen,NA,NA,Verschiedene (weitere) Güterkategorien,7917426,7917426
EXP,2016,Afrika,Afrika,MG,Madagaskar,NA,NA,Verschiedene (weitere) Güterkategorien,370639,370639
EXP,2016,Afrika,Afrika,ML,Mali,NA,NA,Verschiedene (weitere) Güterkategorien,95755,95755
EXP,2016,Afrika,Afrika,MA,Marokko,C,10,Nahrungs- und Futtermittel,524273,524273
EXP,2016,Afrika,Afrika,MA,Marokko,C,17,"Papier, Pappe und Waren daraus",20675,20675
EXP,2016,Afrika,Afrika,MA,Marokko,C,20,Chemische Erzeugnisse,2342843,2342843
EXP,2016,Afrika,Afrika,MA,Marokko,C,22,Gummi- und Kunststoffwaren,171360,171360
EXP,2016,Afrika,Afrika,MA,Marokko,C,25,Metallerzeugnisse,74138,74138
EXP,2016,Afrika,Afrika,MA,Marokko,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1624238,1624238
EXP,2016,Afrika,Afrika,MA,Marokko,C,27,Elektrische Ausrüstungen,1195522,1195522
EXP,2016,Afrika,Afrika,MA,Marokko,C,28,Maschinen,1388390,1388390
EXP,2016,Afrika,Afrika,MA,Marokko,C,32,"Waren, a.n.g.",170683,170683
EXP,2016,Afrika,Afrika,MA,Marokko,J,58,Dienstleistungen des Verlagswesens,53280,53280
EXP,2016,Afrika,Afrika,MA,Marokko,NA,NA,Verschiedene (weitere) Güterkategorien,1305421,1305421
EXP,2016,Afrika,Afrika,MR,Mauretanien,NA,NA,Verschiedene (weitere) Güterkategorien,14883,14883
EXP,2016,Afrika,Afrika,MU,Mauritius,C,22,Gummi- und Kunststoffwaren,104438,104438
EXP,2016,Afrika,Afrika,MU,Mauritius,C,25,Metallerzeugnisse,23282,23282
EXP,2016,Afrika,Afrika,MU,Mauritius,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",161150,161150
EXP,2016,Afrika,Afrika,MU,Mauritius,C,27,Elektrische Ausrüstungen,113934,113934
EXP,2016,Afrika,Afrika,MU,Mauritius,C,28,Maschinen,870633,870633
EXP,2016,Afrika,Afrika,MU,Mauritius,C,32,"Waren, a.n.g.",204741,1674944
EXP,2016,Afrika,Afrika,MU,Mauritius,NA,NA,Verschiedene (weitere) Güterkategorien,1268041,1272041
EXP,2016,Afrika,Afrika,MZ,Mosambik,NA,NA,Verschiedene (weitere) Güterkategorien,1738615,1738615
EXP,2016,Afrika,Afrika,NA,Namibia,NA,NA,Verschiedene (weitere) Güterkategorien,115308,115308
EXP,2016,Afrika,Afrika,NE,Niger,NA,NA,Verschiedene (weitere) Güterkategorien,4611555,4611555
EXP,2016,Afrika,Afrika,NG,Nigeria,C,20,Chemische Erzeugnisse,2604234,2604234
EXP,2016,Afrika,Afrika,NG,Nigeria,C,22,Gummi- und Kunststoffwaren,115129,115129
EXP,2016,Afrika,Afrika,NG,Nigeria,C,25,Metallerzeugnisse,49889,49889
EXP,2016,Afrika,Afrika,NG,Nigeria,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",231725,231725
EXP,2016,Afrika,Afrika,NG,Nigeria,C,27,Elektrische Ausrüstungen,525864,525864
EXP,2016,Afrika,Afrika,NG,Nigeria,C,28,Maschinen,1712952,1712952
EXP,2016,Afrika,Afrika,NG,Nigeria,C,29,Kraftwagen und Kraftwagenteile,1922880,1922880
EXP,2016,Afrika,Afrika,NG,Nigeria,C,30,Sonstige Fahrzeuge,67593,67593
EXP,2016,Afrika,Afrika,NG,Nigeria,J,58,Dienstleistungen des Verlagswesens,2295,2295
EXP,2016,Afrika,Afrika,NG,Nigeria,NA,NA,Verschiedene (weitere) Güterkategorien,493988,493988
EXP,2016,Afrika,Afrika,RE,Reunion,NA,NA,Verschiedene (weitere) Güterkategorien,245612,245612
EXP,2016,Afrika,Afrika,RW,Ruanda,NA,NA,Verschiedene (weitere) Güterkategorien,45709,45709
EXP,2016,Afrika,Afrika,ZM,Sambia,NA,NA,Verschiedene (weitere) Güterkategorien,475814,475814
EXP,2016,Afrika,Afrika,SN,Senegal,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",44412,44412
EXP,2016,Afrika,Afrika,SN,Senegal,NA,NA,Verschiedene (weitere) Güterkategorien,1647943,1647943
EXP,2016,Afrika,Afrika,SC,Seychellen,NA,NA,Verschiedene (weitere) Güterkategorien,131552,131552
EXP,2016,Afrika,Afrika,SL,Sierra Leone,NA,NA,Verschiedene (weitere) Güterkategorien,254698,254698
EXP,2016,Afrika,Afrika,ZW,Simbabwe,NA,NA,Verschiedene (weitere) Güterkategorien,621059,621059
EXP,2016,Afrika,Afrika,SD,Sudan,NA,NA,Verschiedene (weitere) Güterkategorien,1110767,1110767
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,10,Nahrungs- und Futtermittel,3798250,3798250
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,13,Textilien,59266,59266
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,15,Leder und Lederwaren,10572,10572
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,17,"Papier, Pappe und Waren daraus",39250,39250
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,20,Chemische Erzeugnisse,14432668,14432668
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,21,Pharmazeutische Erzeugnisse,126038,126038
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,22,Gummi- und Kunststoffwaren,561068,561068
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",208204,208204
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,24,Metalle,83428,83428
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,25,Metallerzeugnisse,3164522,3164522
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",56971422,56971422
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,27,Elektrische Ausrüstungen,4981722,4981722
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,28,Maschinen,9088252,9088252
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,30,Sonstige Fahrzeuge,9870836,9870836
EXP,2016,Afrika,Afrika,ZA,Südafrika,C,32,"Waren, a.n.g.",1060498,1060498
EXP,2016,Afrika,Afrika,ZA,Südafrika,J,58,Dienstleistungen des Verlagswesens,30667,30667
EXP,2016,Afrika,Afrika,ZA,Südafrika,NA,NA,Verschiedene (weitere) Güterkategorien,1078837,1180172
EXP,2016,Afrika,Afrika,SS,Südsudan,NA,NA,Verschiedene (weitere) Güterkategorien,25320,25320
EXP,2016,Afrika,Afrika,TZ,Tansania,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",29324,29324
EXP,2016,Afrika,Afrika,TZ,Tansania,NA,NA,Verschiedene (weitere) Güterkategorien,1064924,1064924
EXP,2016,Afrika,Afrika,TG,Togo,C,29,Kraftwagen und Kraftwagenteile,6690910,6690910
EXP,2016,Afrika,Afrika,TG,Togo,NA,NA,Verschiedene (weitere) Güterkategorien,442048,442048
EXP,2016,Afrika,Afrika,TN,Tunesien,C,13,Textilien,260184,260184
EXP,2016,Afrika,Afrika,TN,Tunesien,C,20,Chemische Erzeugnisse,2680335,2680335
EXP,2016,Afrika,Afrika,TN,Tunesien,C,22,Gummi- und Kunststoffwaren,918419,918419
EXP,2016,Afrika,Afrika,TN,Tunesien,C,25,Metallerzeugnisse,188364,188364
EXP,2016,Afrika,Afrika,TN,Tunesien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1201073,1201073
EXP,2016,Afrika,Afrika,TN,Tunesien,C,27,Elektrische Ausrüstungen,3578982,3578982
EXP,2016,Afrika,Afrika,TN,Tunesien,C,28,Maschinen,1811296,1811296
EXP,2016,Afrika,Afrika,TN,Tunesien,J,58,Dienstleistungen des Verlagswesens,27735,27735
EXP,2016,Afrika,Afrika,TN,Tunesien,NA,NA,Verschiedene (weitere) Güterkategorien,1623115,13966567
EXP,2016,Afrika,Afrika,UG,Uganda,NA,NA,Verschiedene (weitere) Güterkategorien,465628,465628
EXP,2016,Afrika,Afrika,NA,Weitere Länder in Afrika,NA,NA,Verschiedene (weitere) Güterkategorien,1373912,1373912
EXP,2016,Afrika,Afrika,EG,Ägypten,C,10,Nahrungs- und Futtermittel,837889,837889
EXP,2016,Afrika,Afrika,EG,Ägypten,C,20,Chemische Erzeugnisse,8958539,8958539
EXP,2016,Afrika,Afrika,EG,Ägypten,C,22,Gummi- und Kunststoffwaren,269578,269578
EXP,2016,Afrika,Afrika,EG,Ägypten,C,25,Metallerzeugnisse,253239,253239
EXP,2016,Afrika,Afrika,EG,Ägypten,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",4565236,4565236
EXP,2016,Afrika,Afrika,EG,Ägypten,C,27,Elektrische Ausrüstungen,2041235,2041235
EXP,2016,Afrika,Afrika,EG,Ägypten,C,28,Maschinen,15894728,15894728
EXP,2016,Afrika,Afrika,EG,Ägypten,C,32,"Waren, a.n.g.",302052,302052
EXP,2016,Afrika,Afrika,EG,Ägypten,J,58,Dienstleistungen des Verlagswesens,22327,22327
EXP,2016,Afrika,Afrika,EG,Ägypten,NA,NA,Verschiedene (weitere) Güterkategorien,1304696,1375394
EXP,2016,Afrika,Afrika,GQ,Äquatorialguinea,NA,NA,Verschiedene (weitere) Güterkategorien,83725,83725
EXP,2016,Afrika,Afrika,ET,Äthiopien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2956884,2956884
EXP,2016,Afrika,Afrika,ET,Äthiopien,C,28,Maschinen,1386846,1386846
EXP,2016,Afrika,Afrika,ET,Äthiopien,NA,NA,Verschiedene (weitere) Güterkategorien,6191766,6191766
EXP,2016,Amerika,US,US,Vereinigte Staaten,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,2687635,2687635
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,10,Nahrungs- und Futtermittel,39816313,39816313
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,11,Getränke,215478,215478
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,13,Textilien,3039108,3039108
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,14,Bekleidung,1496233,1496233
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,15,Leder und Lederwaren,1791809,1791809
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,260221,260221
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,17,"Papier, Pappe und Waren daraus",999083,999083
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,1633747,1633747
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,20,Chemische Erzeugnisse,90243406,90497458
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,21,Pharmazeutische Erzeugnisse,10198290,10198290
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,22,Gummi- und Kunststoffwaren,17255009,17255009
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",9777064,9777064
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,24,Metalle,1855702,236568432
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,25,Metallerzeugnisse,33638798,33638798
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",353255306,353255306
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,27,Elektrische Ausrüstungen,102937054,102937054
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,28,Maschinen,322540668,322540668
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,29,Kraftwagen und Kraftwagenteile,2470496,2470496
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,30,Sonstige Fahrzeuge,98237385,98237385
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,31,Möbel,10907719,10907719
EXP,2016,Amerika,US,US,Vereinigte Staaten,C,32,"Waren, a.n.g.",144330798,195332206
EXP,2016,Amerika,US,US,Vereinigte Staaten,J,58,Dienstleistungen des Verlagswesens,3535701,3535701
EXP,2016,Amerika,US,US,Vereinigte Staaten,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",356257,356257
EXP,2016,Amerika,US,US,Vereinigte Staaten,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,205017219
EXP,2016,Amerika,US,US,Vereinigte Staaten,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,24004817
EXP,2016,Amerika,US,US,Vereinigte Staaten,NA,NA,Verschiedene (weitere) Güterkategorien,621746,905668
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,20,Chemische Erzeugnisse,18878640,18878640
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,22,Gummi- und Kunststoffwaren,460129,460129
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,25,Metallerzeugnisse,530031,530031
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",5102230,5102230
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,27,Elektrische Ausrüstungen,1474805,1474805
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,28,Maschinen,7294224,7294224
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,C,32,"Waren, a.n.g.",232703,232703
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,J,58,Dienstleistungen des Verlagswesens,3013,3013
EXP,2016,Amerika,Übriges Amerika,AR,Argentinien,NA,NA,Verschiedene (weitere) Güterkategorien,3419572,3539737
EXP,2016,Amerika,Übriges Amerika,AW,Aruba,NA,NA,Verschiedene (weitere) Güterkategorien,63557,63557
EXP,2016,Amerika,Übriges Amerika,BS,Bahamas,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",51933,51933
EXP,2016,Amerika,Übriges Amerika,BS,Bahamas,NA,NA,Verschiedene (weitere) Güterkategorien,174091,22498904
EXP,2016,Amerika,Übriges Amerika,BM,Bermuda,NA,NA,Verschiedene (weitere) Güterkategorien,674174,703984
EXP,2016,Amerika,Übriges Amerika,BO,Bolivien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",377526,377526
EXP,2016,Amerika,Übriges Amerika,BO,Bolivien,C,28,Maschinen,253326,253326
EXP,2016,Amerika,Übriges Amerika,BO,Bolivien,NA,NA,Verschiedene (weitere) Güterkategorien,1222329,1222329
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,10,Nahrungs- und Futtermittel,9157138,9157138
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,13,Textilien,77181,77181
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,14,Bekleidung,21467,21467
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,15,Leder und Lederwaren,6622,6622
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,17,"Papier, Pappe und Waren daraus",9699,9699
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,20,Chemische Erzeugnisse,83768220,83768220
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,22,Gummi- und Kunststoffwaren,880307,880307
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",926636,926636
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,24,Metalle,239919,239919
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,25,Metallerzeugnisse,1044019,1044019
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",24796207,24796207
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,27,Elektrische Ausrüstungen,4332956,4332956
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,28,Maschinen,10799296,10799296
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,C,32,"Waren, a.n.g.",6517074,6517074
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,J,58,Dienstleistungen des Verlagswesens,97174,97174
EXP,2016,Amerika,Übriges Amerika,BR,Brasilien,NA,NA,Verschiedene (weitere) Güterkategorien,1982990,2083082
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,20,Chemische Erzeugnisse,1311929,1311929
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,22,Gummi- und Kunststoffwaren,136743,136743
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,25,Metallerzeugnisse,715372,715372
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",6983684,6983684
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,27,Elektrische Ausrüstungen,3831118,3831118
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,28,Maschinen,8677841,8677841
EXP,2016,Amerika,Übriges Amerika,CL,Chile,C,32,"Waren, a.n.g.",892338,892338
EXP,2016,Amerika,Übriges Amerika,CL,Chile,J,58,Dienstleistungen des Verlagswesens,28671,28671
EXP,2016,Amerika,Übriges Amerika,CL,Chile,NA,NA,Verschiedene (weitere) Güterkategorien,3792867,3814673
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,C,20,Chemische Erzeugnisse,632988,632988
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,C,22,Gummi- und Kunststoffwaren,172577,172577
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,C,25,Metallerzeugnisse,52914,52914
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1073529,1073529
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,C,27,Elektrische Ausrüstungen,175742,175742
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,C,28,Maschinen,846283,846283
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,J,58,Dienstleistungen des Verlagswesens,17486,17486
EXP,2016,Amerika,Übriges Amerika,CR,Costa Rica,NA,NA,Verschiedene (weitere) Güterkategorien,412828,420881
EXP,2016,Amerika,Übriges Amerika,CW,Curaçao,NA,NA,Verschiedene (weitere) Güterkategorien,46030,46030
EXP,2016,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",568685,568685
EXP,2016,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,28,Maschinen,1080019,1080019
EXP,2016,Amerika,Übriges Amerika,DO,Dominikanische Republik,NA,NA,Verschiedene (weitere) Güterkategorien,3202649,3206207
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,C,20,Chemische Erzeugnisse,3119781,3119781
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,C,22,Gummi- und Kunststoffwaren,34280,34280
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,C,25,Metallerzeugnisse,23478,23478
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1631349,1631349
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,C,27,Elektrische Ausrüstungen,766776,766776
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,C,28,Maschinen,413417,413417
EXP,2016,Amerika,Übriges Amerika,EC,Ecuador,NA,NA,Verschiedene (weitere) Güterkategorien,422508,425238
EXP,2016,Amerika,Übriges Amerika,SV,El Salvador,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",577609,577609
EXP,2016,Amerika,Übriges Amerika,SV,El Salvador,C,28,Maschinen,836696,836696
EXP,2016,Amerika,Übriges Amerika,SV,El Salvador,NA,NA,Verschiedene (weitere) Güterkategorien,1149209,1149209
EXP,2016,Amerika,Übriges Amerika,GF,Französisch-Guayana,NA,NA,Verschiedene (weitere) Güterkategorien,16325722,16325722
EXP,2016,Amerika,Übriges Amerika,GP,Guadeloupe,NA,NA,Verschiedene (weitere) Güterkategorien,147280,147280
EXP,2016,Amerika,Übriges Amerika,GT,Guatemala,C,25,Metallerzeugnisse,66215,66215
EXP,2016,Amerika,Übriges Amerika,GT,Guatemala,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",852906,852906
EXP,2016,Amerika,Übriges Amerika,GT,Guatemala,C,28,Maschinen,921342,921342
EXP,2016,Amerika,Übriges Amerika,GT,Guatemala,NA,NA,Verschiedene (weitere) Güterkategorien,2553594,2553594
EXP,2016,Amerika,Übriges Amerika,HN,Honduras,NA,NA,Verschiedene (weitere) Güterkategorien,1224989,1224989
EXP,2016,Amerika,Übriges Amerika,JM,Jamaika,NA,NA,Verschiedene (weitere) Güterkategorien,80083,80083
EXP,2016,Amerika,Übriges Amerika,VG,Jungferninseln (UK),NA,NA,Verschiedene (weitere) Güterkategorien,7025646,15958723
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,10,Nahrungs- und Futtermittel,32451764,32451764
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,13,Textilien,585500,585500
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,14,Bekleidung,588725,588725
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,15,Leder und Lederwaren,159477,159477
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,17,"Papier, Pappe und Waren daraus",60657,60657
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,20,Chemische Erzeugnisse,2078549,2078549
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,22,Gummi- und Kunststoffwaren,1231659,1231659
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",2084459,2084459
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,24,Metalle,859350,3634632
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,25,Metallerzeugnisse,1651861,1651861
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",21040548,21040548
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,27,Elektrische Ausrüstungen,6607902,6607902
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,28,Maschinen,22114660,22114660
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,30,Sonstige Fahrzeuge,5544622,5544622
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,C,32,"Waren, a.n.g.",3098665,3098665
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,J,58,Dienstleistungen des Verlagswesens,216851,216851
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,240958
EXP,2016,Amerika,Übriges Amerika,CA,Kanada,NA,NA,Verschiedene (weitere) Güterkategorien,2364944,4233662
