exporte_und_importe_pro_land_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien und Länder sind aus Gründen des Datenschutzes zusammengefasst. Die Sammelkategorien sind so gebildet, dass die Ländertotale korrekt sind.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,lnd_iso2,lnd_desc,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1864874,1864874
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,C,27,Elektrische Ausrüstungen,497152,497152
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,C,28,Maschinen,753725,753725
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,C,29,Kraftwagen und Kraftwagenteile,60228,60228
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,C,32,"Waren, a.n.g.",16791397,18698834
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,J,58,Dienstleistungen des Verlagswesens,15902,15902
IMP,2021,Asien,Asien,AE,Vereinigte Arabische Emirate,NA,NA,Verschiedene (weitere) Güterkategorien,52122903,56960578
IMP,2021,Asien,Asien,VN,Vietnam,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,2803172,2803172
IMP,2021,Asien,Asien,VN,Vietnam,C,10,Nahrungs- und Futtermittel,37935119,37935119
IMP,2021,Asien,Asien,VN,Vietnam,C,11,Getränke,259757,259757
IMP,2021,Asien,Asien,VN,Vietnam,C,13,Textilien,2400465,2400465
IMP,2021,Asien,Asien,VN,Vietnam,C,14,Bekleidung,78862430,78862430
IMP,2021,Asien,Asien,VN,Vietnam,C,15,Leder und Lederwaren,89026504,89026504
IMP,2021,Asien,Asien,VN,Vietnam,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1847951,1847951
IMP,2021,Asien,Asien,VN,Vietnam,C,17,"Papier, Pappe und Waren daraus",439850,439850
IMP,2021,Asien,Asien,VN,Vietnam,C,20,Chemische Erzeugnisse,1865555,1865555
IMP,2021,Asien,Asien,VN,Vietnam,C,22,Gummi- und Kunststoffwaren,8934455,8934455
IMP,2021,Asien,Asien,VN,Vietnam,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1787244,1787244
IMP,2021,Asien,Asien,VN,Vietnam,C,24,Metalle,191587,191587
IMP,2021,Asien,Asien,VN,Vietnam,C,25,Metallerzeugnisse,2889383,2889383
IMP,2021,Asien,Asien,VN,Vietnam,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",414466268,414466268
IMP,2021,Asien,Asien,VN,Vietnam,C,27,Elektrische Ausrüstungen,14363831,14363831
IMP,2021,Asien,Asien,VN,Vietnam,C,28,Maschinen,4806841,4806841
IMP,2021,Asien,Asien,VN,Vietnam,C,29,Kraftwagen und Kraftwagenteile,151327,151327
IMP,2021,Asien,Asien,VN,Vietnam,C,30,Sonstige Fahrzeuge,2493319,2493319
IMP,2021,Asien,Asien,VN,Vietnam,C,31,Möbel,7670582,7670582
IMP,2021,Asien,Asien,VN,Vietnam,C,32,"Waren, a.n.g.",10930636,10931480
IMP,2021,Asien,Asien,VN,Vietnam,J,58,Dienstleistungen des Verlagswesens,24840,24840
IMP,2021,Asien,Asien,VN,Vietnam,NA,NA,Verschiedene (weitere) Güterkategorien,45004,59605
IMP,2021,Asien,Asien,NA,Weitere Länder in Asien,NA,NA,Verschiedene (weitere) Güterkategorien,48509,55364
IMP,2021,Europa,EU27,BE,Belgien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,3858977,3858977
IMP,2021,Europa,EU27,BE,Belgien,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,223766,223766
IMP,2021,Europa,EU27,BE,Belgien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,320598,337533
IMP,2021,Europa,EU27,BE,Belgien,C,10,Nahrungs- und Futtermittel,37095503,37095503
IMP,2021,Europa,EU27,BE,Belgien,C,11,Getränke,1890847,1890847
IMP,2021,Europa,EU27,BE,Belgien,C,13,Textilien,12973849,12973849
IMP,2021,Europa,EU27,BE,Belgien,C,14,Bekleidung,2982183,2982183
IMP,2021,Europa,EU27,BE,Belgien,C,15,Leder und Lederwaren,1253180,1253180
IMP,2021,Europa,EU27,BE,Belgien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,3222188,3222188
IMP,2021,Europa,EU27,BE,Belgien,C,17,"Papier, Pappe und Waren daraus",6044419,6044419
IMP,2021,Europa,EU27,BE,Belgien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,61075495,61075495
IMP,2021,Europa,EU27,BE,Belgien,C,20,Chemische Erzeugnisse,76673860,76673860
IMP,2021,Europa,EU27,BE,Belgien,C,21,Pharmazeutische Erzeugnisse,116042440,116042440
IMP,2021,Europa,EU27,BE,Belgien,C,22,Gummi- und Kunststoffwaren,22425618,22425618
IMP,2021,Europa,EU27,BE,Belgien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",6302050,6302050
IMP,2021,Europa,EU27,BE,Belgien,C,24,Metalle,81061672,124128403
IMP,2021,Europa,EU27,BE,Belgien,C,25,Metallerzeugnisse,11105623,11105623
IMP,2021,Europa,EU27,BE,Belgien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",21340867,21340867
IMP,2021,Europa,EU27,BE,Belgien,C,27,Elektrische Ausrüstungen,12901009,12901009
IMP,2021,Europa,EU27,BE,Belgien,C,28,Maschinen,28924105,28924105
IMP,2021,Europa,EU27,BE,Belgien,C,29,Kraftwagen und Kraftwagenteile,159561940,159561940
IMP,2021,Europa,EU27,BE,Belgien,C,30,Sonstige Fahrzeuge,13066095,13066095
IMP,2021,Europa,EU27,BE,Belgien,C,31,Möbel,3331239,3331239
IMP,2021,Europa,EU27,BE,Belgien,C,32,"Waren, a.n.g.",9347936,35731691
IMP,2021,Europa,EU27,BE,Belgien,J,58,Dienstleistungen des Verlagswesens,483192,483192
IMP,2021,Europa,EU27,BE,Belgien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",65613,65613
IMP,2021,Europa,EU27,BE,Belgien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,741432
IMP,2021,Europa,EU27,BE,Belgien,NA,NA,Verschiedene (weitere) Güterkategorien,76747,889377
IMP,2021,Europa,EU27,BG,Bulgarien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,2567797,2567797
IMP,2021,Europa,EU27,BG,Bulgarien,C,10,Nahrungs- und Futtermittel,1266983,1266983
IMP,2021,Europa,EU27,BG,Bulgarien,C,13,Textilien,185843,185843
IMP,2021,Europa,EU27,BG,Bulgarien,C,14,Bekleidung,28152849,28152849
IMP,2021,Europa,EU27,BG,Bulgarien,C,15,Leder und Lederwaren,4872585,4872585
IMP,2021,Europa,EU27,BG,Bulgarien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,39130,39130
IMP,2021,Europa,EU27,BG,Bulgarien,C,17,"Papier, Pappe und Waren daraus",1719058,1719058
IMP,2021,Europa,EU27,BG,Bulgarien,C,20,Chemische Erzeugnisse,1796644,1796644
IMP,2021,Europa,EU27,BG,Bulgarien,C,22,Gummi- und Kunststoffwaren,1779254,1779254
IMP,2021,Europa,EU27,BG,Bulgarien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",393928,393928
IMP,2021,Europa,EU27,BG,Bulgarien,C,24,Metalle,2499485,2499485
IMP,2021,Europa,EU27,BG,Bulgarien,C,25,Metallerzeugnisse,2210379,2210379
IMP,2021,Europa,EU27,BG,Bulgarien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1794055,1794055
IMP,2021,Europa,EU27,BG,Bulgarien,C,27,Elektrische Ausrüstungen,31045314,31045314
IMP,2021,Europa,EU27,BG,Bulgarien,C,28,Maschinen,4000767,4000767
IMP,2021,Europa,EU27,BG,Bulgarien,C,29,Kraftwagen und Kraftwagenteile,433313,433313
IMP,2021,Europa,EU27,BG,Bulgarien,C,30,Sonstige Fahrzeuge,2393676,2393676
IMP,2021,Europa,EU27,BG,Bulgarien,C,31,Möbel,733784,733784
IMP,2021,Europa,EU27,BG,Bulgarien,C,32,"Waren, a.n.g.",890986,890986
IMP,2021,Europa,EU27,BG,Bulgarien,J,58,Dienstleistungen des Verlagswesens,15156,15156
IMP,2021,Europa,EU27,BG,Bulgarien,NA,NA,Verschiedene (weitere) Güterkategorien,676443,722805
IMP,2021,Europa,EU27,DE,Deutschland,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,68147332,68147332
IMP,2021,Europa,EU27,DE,Deutschland,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,695582,695582
IMP,2021,Europa,EU27,DE,Deutschland,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,604617,615904
IMP,2021,Europa,EU27,DE,Deutschland,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,16355545,16401744
IMP,2021,Europa,EU27,DE,Deutschland,C,10,Nahrungs- und Futtermittel,412528191,412528191
IMP,2021,Europa,EU27,DE,Deutschland,C,11,Getränke,42074572,42074572
IMP,2021,Europa,EU27,DE,Deutschland,C,12,Tabakerzeugnisse,1508522,1508522
IMP,2021,Europa,EU27,DE,Deutschland,C,13,Textilien,122658847,122658847
IMP,2021,Europa,EU27,DE,Deutschland,C,14,Bekleidung,85776499,85776499
IMP,2021,Europa,EU27,DE,Deutschland,C,15,Leder und Lederwaren,40640111,40640111
IMP,2021,Europa,EU27,DE,Deutschland,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,136011703,136011703
IMP,2021,Europa,EU27,DE,Deutschland,C,17,"Papier, Pappe und Waren daraus",156872535,156872535
IMP,2021,Europa,EU27,DE,Deutschland,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",3283509,3283509
IMP,2021,Europa,EU27,DE,Deutschland,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,545431160,545431160
IMP,2021,Europa,EU27,DE,Deutschland,C,20,Chemische Erzeugnisse,605435593,605566130
IMP,2021,Europa,EU27,DE,Deutschland,C,21,Pharmazeutische Erzeugnisse,613470749,613470749
IMP,2021,Europa,EU27,DE,Deutschland,C,22,Gummi- und Kunststoffwaren,462080840,462080840
IMP,2021,Europa,EU27,DE,Deutschland,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",202559085,202559085
IMP,2021,Europa,EU27,DE,Deutschland,C,24,Metalle,264755662,354741018
IMP,2021,Europa,EU27,DE,Deutschland,C,25,Metallerzeugnisse,491733616,491733616
IMP,2021,Europa,EU27,DE,Deutschland,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",868629999,868629999
IMP,2021,Europa,EU27,DE,Deutschland,C,27,Elektrische Ausrüstungen,800481503,800481503
IMP,2021,Europa,EU27,DE,Deutschland,C,28,Maschinen,1264999756,1264999756
IMP,2021,Europa,EU27,DE,Deutschland,C,29,Kraftwagen und Kraftwagenteile,1923635887,1923635887
IMP,2021,Europa,EU27,DE,Deutschland,C,30,Sonstige Fahrzeuge,396632468,396632468
IMP,2021,Europa,EU27,DE,Deutschland,C,31,Möbel,243374716,243374716
IMP,2021,Europa,EU27,DE,Deutschland,C,32,"Waren, a.n.g.",369041339,453900315
IMP,2021,Europa,EU27,DE,Deutschland,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",6960731,7359822
IMP,2021,Europa,EU27,DE,Deutschland,J,58,Dienstleistungen des Verlagswesens,207723170,207723170
IMP,2021,Europa,EU27,DE,Deutschland,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",21439314,21439314
IMP,2021,Europa,EU27,DE,Deutschland,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",493016,493016
IMP,2021,Europa,EU27,DE,Deutschland,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,21491969
IMP,2021,Europa,EU27,DE,Deutschland,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,5832523
IMP,2021,Europa,EU27,DE,Deutschland,NA,NA,Verschiedene (weitere) Güterkategorien,329929334,329929334
IMP,2021,Europa,EU27,DK,Dänemark,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,2560259,2560259
IMP,2021,Europa,EU27,DK,Dänemark,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,24879,24879
IMP,2021,Europa,EU27,DK,Dänemark,C,10,Nahrungs- und Futtermittel,15349168,15349168
IMP,2021,Europa,EU27,DK,Dänemark,C,11,Getränke,901099,901099
IMP,2021,Europa,EU27,DK,Dänemark,C,13,Textilien,1847101,1847101
IMP,2021,Europa,EU27,DK,Dänemark,C,14,Bekleidung,1437279,1437279
IMP,2021,Europa,EU27,DK,Dänemark,C,15,Leder und Lederwaren,471223,471223
IMP,2021,Europa,EU27,DK,Dänemark,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,433534,433534
IMP,2021,Europa,EU27,DK,Dänemark,C,17,"Papier, Pappe und Waren daraus",466154,466154
IMP,2021,Europa,EU27,DK,Dänemark,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,6416,6416
IMP,2021,Europa,EU27,DK,Dänemark,C,20,Chemische Erzeugnisse,7792833,7792833
IMP,2021,Europa,EU27,DK,Dänemark,C,21,Pharmazeutische Erzeugnisse,116049050,116049050
IMP,2021,Europa,EU27,DK,Dänemark,C,22,Gummi- und Kunststoffwaren,4795042,4795042
IMP,2021,Europa,EU27,DK,Dänemark,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1295512,1295512
IMP,2021,Europa,EU27,DK,Dänemark,C,24,Metalle,1555066,1558569
IMP,2021,Europa,EU27,DK,Dänemark,C,25,Metallerzeugnisse,2364770,2364770
IMP,2021,Europa,EU27,DK,Dänemark,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",29071078,29071078
IMP,2021,Europa,EU27,DK,Dänemark,C,27,Elektrische Ausrüstungen,9423015,9423015
IMP,2021,Europa,EU27,DK,Dänemark,C,28,Maschinen,50243666,50243666
IMP,2021,Europa,EU27,DK,Dänemark,C,29,Kraftwagen und Kraftwagenteile,13264707,13264707
IMP,2021,Europa,EU27,DK,Dänemark,C,30,Sonstige Fahrzeuge,559963,559963
IMP,2021,Europa,EU27,DK,Dänemark,C,31,Möbel,14588953,14588953
IMP,2021,Europa,EU27,DK,Dänemark,C,32,"Waren, a.n.g.",8080407,8080773
IMP,2021,Europa,EU27,DK,Dänemark,J,58,Dienstleistungen des Verlagswesens,410838,410838
IMP,2021,Europa,EU27,DK,Dänemark,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",28082,28082
IMP,2021,Europa,EU27,DK,Dänemark,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,141140
IMP,2021,Europa,EU27,DK,Dänemark,NA,NA,Verschiedene (weitere) Güterkategorien,781833,816124
IMP,2021,Europa,EU27,EE,Estland,C,10,Nahrungs- und Futtermittel,493454,493454
IMP,2021,Europa,EU27,EE,Estland,C,13,Textilien,526639,526639
IMP,2021,Europa,EU27,EE,Estland,C,14,Bekleidung,547429,547429
IMP,2021,Europa,EU27,EE,Estland,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1782497,1782497
IMP,2021,Europa,EU27,EE,Estland,C,17,"Papier, Pappe und Waren daraus",32893,32893
IMP,2021,Europa,EU27,EE,Estland,C,20,Chemische Erzeugnisse,93404,93404
IMP,2021,Europa,EU27,EE,Estland,C,22,Gummi- und Kunststoffwaren,124712,124712
IMP,2021,Europa,EU27,EE,Estland,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",61021,61021
IMP,2021,Europa,EU27,EE,Estland,C,25,Metallerzeugnisse,391421,391421
IMP,2021,Europa,EU27,EE,Estland,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2385051,2385051
IMP,2021,Europa,EU27,EE,Estland,C,27,Elektrische Ausrüstungen,1455842,1455842
IMP,2021,Europa,EU27,EE,Estland,C,28,Maschinen,1896308,1896308
IMP,2021,Europa,EU27,EE,Estland,C,29,Kraftwagen und Kraftwagenteile,969403,969403
IMP,2021,Europa,EU27,EE,Estland,C,31,Möbel,4052430,4052430
IMP,2021,Europa,EU27,EE,Estland,C,32,"Waren, a.n.g.",363844,363844
IMP,2021,Europa,EU27,EE,Estland,J,58,Dienstleistungen des Verlagswesens,28612,28612
IMP,2021,Europa,EU27,EE,Estland,NA,NA,Verschiedene (weitere) Güterkategorien,343015,344028
IMP,2021,Europa,EU27,FI,Finnland,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,341149,341149
IMP,2021,Europa,EU27,FI,Finnland,C,10,Nahrungs- und Futtermittel,361841,361841
IMP,2021,Europa,EU27,FI,Finnland,C,11,Getränke,121868,121868
IMP,2021,Europa,EU27,FI,Finnland,C,13,Textilien,475138,475138
IMP,2021,Europa,EU27,FI,Finnland,C,14,Bekleidung,199401,199401
IMP,2021,Europa,EU27,FI,Finnland,C,15,Leder und Lederwaren,38945,38945
IMP,2021,Europa,EU27,FI,Finnland,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1236299,1236299
IMP,2021,Europa,EU27,FI,Finnland,C,17,"Papier, Pappe und Waren daraus",31499367,31499367
IMP,2021,Europa,EU27,FI,Finnland,C,20,Chemische Erzeugnisse,3209223,3209223
IMP,2021,Europa,EU27,FI,Finnland,C,21,Pharmazeutische Erzeugnisse,8758786,8758786
IMP,2021,Europa,EU27,FI,Finnland,C,22,Gummi- und Kunststoffwaren,7765599,7765599
IMP,2021,Europa,EU27,FI,Finnland,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",709277,709277
IMP,2021,Europa,EU27,FI,Finnland,C,24,Metalle,28512672,28524262
IMP,2021,Europa,EU27,FI,Finnland,C,25,Metallerzeugnisse,1661592,1661592
IMP,2021,Europa,EU27,FI,Finnland,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",15176757,15176757
IMP,2021,Europa,EU27,FI,Finnland,C,27,Elektrische Ausrüstungen,4477058,4477058
IMP,2021,Europa,EU27,FI,Finnland,C,28,Maschinen,17345877,17345877
IMP,2021,Europa,EU27,FI,Finnland,C,29,Kraftwagen und Kraftwagenteile,473462,473462
IMP,2021,Europa,EU27,FI,Finnland,C,30,Sonstige Fahrzeuge,1059686,1059686
IMP,2021,Europa,EU27,FI,Finnland,C,31,Möbel,1139428,1139428
IMP,2021,Europa,EU27,FI,Finnland,C,32,"Waren, a.n.g.",9348611,9348611
IMP,2021,Europa,EU27,FI,Finnland,J,58,Dienstleistungen des Verlagswesens,20185,20185
IMP,2021,Europa,EU27,FI,Finnland,NA,NA,Verschiedene (weitere) Güterkategorien,130436,180132
IMP,2021,Europa,EU27,FR,Frankreich,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,35475319,35475319
IMP,2021,Europa,EU27,FR,Frankreich,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,2516133,2516133
IMP,2021,Europa,EU27,FR,Frankreich,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,958649,964028
IMP,2021,Europa,EU27,FR,Frankreich,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,3024006,3024302
IMP,2021,Europa,EU27,FR,Frankreich,C,10,Nahrungs- und Futtermittel,103995795,103995795
IMP,2021,Europa,EU27,FR,Frankreich,C,11,Getränke,115700534,115700534
IMP,2021,Europa,EU27,FR,Frankreich,C,13,Textilien,15226002,15226002
IMP,2021,Europa,EU27,FR,Frankreich,C,14,Bekleidung,16221887,16221887
IMP,2021,Europa,EU27,FR,Frankreich,C,15,Leder und Lederwaren,21794348,21794348
IMP,2021,Europa,EU27,FR,Frankreich,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,4436329,4436329
IMP,2021,Europa,EU27,FR,Frankreich,C,17,"Papier, Pappe und Waren daraus",34126640,34126640
IMP,2021,Europa,EU27,FR,Frankreich,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,95793320,95793320
IMP,2021,Europa,EU27,FR,Frankreich,C,20,Chemische Erzeugnisse,131609038,131609344
IMP,2021,Europa,EU27,FR,Frankreich,C,21,Pharmazeutische Erzeugnisse,42301073,42301073
IMP,2021,Europa,EU27,FR,Frankreich,C,22,Gummi- und Kunststoffwaren,63006991,63006991
IMP,2021,Europa,EU27,FR,Frankreich,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",16206379,16206379
IMP,2021,Europa,EU27,FR,Frankreich,C,24,Metalle,51559361,51872073
IMP,2021,Europa,EU27,FR,Frankreich,C,25,Metallerzeugnisse,38298982,38298982
IMP,2021,Europa,EU27,FR,Frankreich,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",98618804,98618804
IMP,2021,Europa,EU27,FR,Frankreich,C,27,Elektrische Ausrüstungen,71159725,71159725
IMP,2021,Europa,EU27,FR,Frankreich,C,28,Maschinen,135211214,135211214
IMP,2021,Europa,EU27,FR,Frankreich,C,29,Kraftwagen und Kraftwagenteile,403500598,403500598
IMP,2021,Europa,EU27,FR,Frankreich,C,30,Sonstige Fahrzeuge,47352172,47352172
IMP,2021,Europa,EU27,FR,Frankreich,C,31,Möbel,15494473,15494473
IMP,2021,Europa,EU27,FR,Frankreich,C,32,"Waren, a.n.g.",46111772,219035806
IMP,2021,Europa,EU27,FR,Frankreich,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",651343,691522
IMP,2021,Europa,EU27,FR,Frankreich,J,58,Dienstleistungen des Verlagswesens,19092784,19092784
IMP,2021,Europa,EU27,FR,Frankreich,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",4113422,4113422
IMP,2021,Europa,EU27,FR,Frankreich,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,10386166
IMP,2021,Europa,EU27,FR,Frankreich,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,2060405
IMP,2021,Europa,EU27,FR,Frankreich,NA,NA,Verschiedene (weitere) Güterkategorien,111014089,111014089
IMP,2021,Europa,EU27,GR,Griechenland,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,3785062,3785062
IMP,2021,Europa,EU27,GR,Griechenland,C,10,Nahrungs- und Futtermittel,14025773,14025773
IMP,2021,Europa,EU27,GR,Griechenland,C,11,Getränke,1503834,1503834
IMP,2021,Europa,EU27,GR,Griechenland,C,13,Textilien,2770204,2770204
IMP,2021,Europa,EU27,GR,Griechenland,C,14,Bekleidung,4848159,4848159
IMP,2021,Europa,EU27,GR,Griechenland,C,15,Leder und Lederwaren,179303,179303
IMP,2021,Europa,EU27,GR,Griechenland,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,87291,87291
IMP,2021,Europa,EU27,GR,Griechenland,C,17,"Papier, Pappe und Waren daraus",180353,180353
IMP,2021,Europa,EU27,GR,Griechenland,C,20,Chemische Erzeugnisse,1311200,1311200
IMP,2021,Europa,EU27,GR,Griechenland,C,22,Gummi- und Kunststoffwaren,818955,818955
IMP,2021,Europa,EU27,GR,Griechenland,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",106305,106305
IMP,2021,Europa,EU27,GR,Griechenland,C,24,Metalle,2879552,2879552
IMP,2021,Europa,EU27,GR,Griechenland,C,25,Metallerzeugnisse,535873,535873
IMP,2021,Europa,EU27,GR,Griechenland,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",504719,504719
IMP,2021,Europa,EU27,GR,Griechenland,C,27,Elektrische Ausrüstungen,202546,202546
IMP,2021,Europa,EU27,GR,Griechenland,C,28,Maschinen,332128,332128
IMP,2021,Europa,EU27,GR,Griechenland,C,29,Kraftwagen und Kraftwagenteile,21266,21266
IMP,2021,Europa,EU27,GR,Griechenland,C,31,Möbel,283248,283248
IMP,2021,Europa,EU27,GR,Griechenland,C,32,"Waren, a.n.g.",603397,719903
IMP,2021,Europa,EU27,GR,Griechenland,J,58,Dienstleistungen des Verlagswesens,70536,70536
IMP,2021,Europa,EU27,GR,Griechenland,NA,NA,Verschiedene (weitere) Güterkategorien,2121237,3059378
IMP,2021,Europa,EU27,IE,Irland,C,10,Nahrungs- und Futtermittel,9528150,9528150
IMP,2021,Europa,EU27,IE,Irland,C,11,Getränke,2789892,2789892
IMP,2021,Europa,EU27,IE,Irland,C,13,Textilien,526922,526922
IMP,2021,Europa,EU27,IE,Irland,C,14,Bekleidung,693857,693857
IMP,2021,Europa,EU27,IE,Irland,C,15,Leder und Lederwaren,106035,106035
IMP,2021,Europa,EU27,IE,Irland,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,24910,24910
IMP,2021,Europa,EU27,IE,Irland,C,17,"Papier, Pappe und Waren daraus",868111,868111
IMP,2021,Europa,EU27,IE,Irland,C,20,Chemische Erzeugnisse,59743952,59743952
IMP,2021,Europa,EU27,IE,Irland,C,21,Pharmazeutische Erzeugnisse,139370840,139370840
IMP,2021,Europa,EU27,IE,Irland,C,22,Gummi- und Kunststoffwaren,5036812,5036812
IMP,2021,Europa,EU27,IE,Irland,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",127690,127690
IMP,2021,Europa,EU27,IE,Irland,C,24,Metalle,278558,278558
IMP,2021,Europa,EU27,IE,Irland,C,25,Metallerzeugnisse,1253456,1253456
IMP,2021,Europa,EU27,IE,Irland,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",129129239,129129239
IMP,2021,Europa,EU27,IE,Irland,C,27,Elektrische Ausrüstungen,5554068,5554068
IMP,2021,Europa,EU27,IE,Irland,C,28,Maschinen,26543627,26543627
IMP,2021,Europa,EU27,IE,Irland,C,29,Kraftwagen und Kraftwagenteile,385907,385907
IMP,2021,Europa,EU27,IE,Irland,C,30,Sonstige Fahrzeuge,26753245,26753245
IMP,2021,Europa,EU27,IE,Irland,C,31,Möbel,188590,188590
IMP,2021,Europa,EU27,IE,Irland,C,32,"Waren, a.n.g.",26623246,26623246
