Trade_Type,Year,Continent,Country,Industry,Total_Amount_CHF
Export,2016,Africa,Algeria,Chemical Products,1331186
Export,2016,Africa,Algeria,Metal Products,54227
Export,2016,Africa,Algeria,Electronic and Optical Products,4452675
Export,2016,Africa,Algeria,Electrical Equipment,1191826
Export,2016,Africa,Algeria,Machinery,18799921
Export,2016,Africa,Algeria,Dienstleistungen des Verlagswesens,1560
Export,2016,Africa,Algeria,Various other categories,8170518
Export,2016,Africa,Angola,Various other categories,966332
Export,2016,Africa,Benin,Various other categories,1991039
Export,2016,Africa,Burkina Faso,Various other categories,78488
Export,2016,Africa,Cape Verde,Various other categories,18134
Export,2016,Africa,Côte d’Ivoire,Chemical Products,3303984
Export,2016,Africa,Côte d’Ivoire,Electronic and Optical Products,21841
Export,2016,Africa,Côte d’Ivoire,Machinery,869521
Export,2016,Africa,Côte d’Ivoire,Various other categories,2060007
Export,2016,Africa,Djibouti,Various other categories,116063
Export,2016,Africa,Eritrea,Various other categories,136682
Export,2016,Africa,Gabon,Various other categories,125680
Export,2016,Africa,Gambia,Various other categories,111102
Export,2016,Africa,Ghana,Electronic and Optical Products,102463
Export,2016,Africa,Ghana,Various other categories,2119822
Export,2016,Africa,Guinea,Various other categories,421000
Export,2016,Africa,Cameroon,Rubber and Plastic,18666
Export,2016,Africa,Cameroon,Electronic and Optical Products,65294
Export,2016,Africa,Cameroon,Various other categories,1016429
Export,2016,Africa,Kenya,Chemical Products,1961571
Export,2016,Africa,Kenya,Electronic and Optical Products,378775
Export,2016,Africa,Kenya,Machinery,382704
Export,2016,Africa,Kenya,Various other categories,539985
Export,2016,Africa,Congo - Brazzaville,Various other categories,520948
Export,2016,Africa,Congo - Kinshasa,Various other categories,770140
Export,2016,Africa,Liberia,Various other categories,909385
Export,2016,Africa,Libya,Various other categories,7917426
Export,2016,Africa,Madagascar,Various other categories,370639
Export,2016,Africa,Mali,Various other categories,95755
Export,2016,Africa,Morocco,Food and Feed,524273
Export,2016,Africa,Morocco,"Papier, Pappe und Waren daraus",20675
Export,2016,Africa,Morocco,Chemical Products,2342843
Export,2016,Africa,Morocco,Rubber and Plastic,171360
Export,2016,Africa,Morocco,Metal Products,74138
Export,2016,Africa,Morocco,Electronic and Optical Products,1624238
Export,2016,Africa,Morocco,Electrical Equipment,1195522
Export,2016,Africa,Morocco,Machinery,1388390
Export,2016,Africa,Morocco,Other manufactured goods,170683
Export,2016,Africa,Morocco,Dienstleistungen des Verlagswesens,53280
Export,2016,Africa,Morocco,Various other categories,1305421
Export,2016,Africa,Mauritania,Various other categories,14883
Export,2016,Africa,Mauritius,Rubber and Plastic,104438
Export,2016,Africa,Mauritius,Metal Products,23282
Export,2016,Africa,Mauritius,Electronic and Optical Products,161150
Export,2016,Africa,Mauritius,Electrical Equipment,113934
Export,2016,Africa,Mauritius,Machinery,870633
Export,2016,Africa,Mauritius,Other manufactured goods,1674944
Export,2016,Africa,Mauritius,Various other categories,1272041
Export,2016,Africa,Mozambique,Various other categories,1738615
Export,2016,Africa,Namibia,Various other categories,115308
Export,2016,Africa,Niger,Various other categories,4611555
Export,2016,Africa,Nigeria,Chemical Products,2604234
Export,2016,Africa,Nigeria,Rubber and Plastic,115129
Export,2016,Africa,Nigeria,Metal Products,49889
Export,2016,Africa,Nigeria,Electronic and Optical Products,231725
Export,2016,Africa,Nigeria,Electrical Equipment,525864
Export,2016,Africa,Nigeria,Machinery,1712952
Export,2016,Africa,Nigeria,Kraftwagen und Kraftwagenteile,1922880
Export,2016,Africa,Nigeria,Sonstige Fahrzeuge,67593
Export,2016,Africa,Nigeria,Dienstleistungen des Verlagswesens,2295
Export,2016,Africa,Nigeria,Various other categories,493988
Export,2016,Africa,Réunion,Various other categories,245612
Export,2016,Africa,Rwanda,Various other categories,45709
Export,2016,Africa,Zambia,Various other categories,475814
Export,2016,Africa,Senegal,Electronic and Optical Products,44412
Export,2016,Africa,Senegal,Various other categories,1647943
Export,2016,Africa,Seychelles,Various other categories,131552
Export,2016,Africa,Sierra Leone,Various other categories,254698
Export,2016,Africa,Zimbabwe,Various other categories,621059
Export,2016,Africa,Sudan,Various other categories,1110767
Export,2016,Africa,South Africa,Food and Feed,3798250
Export,2016,Africa,South Africa,Textiles,59266
Export,2016,Africa,South Africa,Leder und Lederwaren,10572
Export,2016,Africa,South Africa,"Papier, Pappe und Waren daraus",39250
Export,2016,Africa,South Africa,Chemical Products,14432668
Export,2016,Africa,South Africa,Pharmaceutical Products,126038
Export,2016,Africa,South Africa,Rubber and Plastic,561068
Export,2016,Africa,South Africa,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",208204
Export,2016,Africa,South Africa,Metals,83428
Export,2016,Africa,South Africa,Metal Products,3164522
Export,2016,Africa,South Africa,Electronic and Optical Products,56971422
Export,2016,Africa,South Africa,Electrical Equipment,4981722
Export,2016,Africa,South Africa,Machinery,9088252
Export,2016,Africa,South Africa,Sonstige Fahrzeuge,9870836
Export,2016,Africa,South Africa,Other manufactured goods,1060498
Export,2016,Africa,South Africa,Dienstleistungen des Verlagswesens,30667
Export,2016,Africa,South Africa,Various other categories,1180172
Export,2016,Africa,South Sudan,Various other categories,25320
Export,2016,Africa,Tanzania,Electronic and Optical Products,29324
Export,2016,Africa,Tanzania,Various other categories,1064924
Export,2016,Africa,Togo,Kraftwagen und Kraftwagenteile,6690910
Export,2016,Africa,Togo,Various other categories,442048
Export,2016,Africa,Tunisia,Textiles,260184
Export,2016,Africa,Tunisia,Chemical Products,2680335
Export,2016,Africa,Tunisia,Rubber and Plastic,918419
Export,2016,Africa,Tunisia,Metal Products,188364
Export,2016,Africa,Tunisia,Electronic and Optical Products,1201073
Export,2016,Africa,Tunisia,Electrical Equipment,3578982
Export,2016,Africa,Tunisia,Machinery,1811296
Export,2016,Africa,Tunisia,Dienstleistungen des Verlagswesens,27735
Export,2016,Africa,Tunisia,Various other categories,13966567
Export,2016,Africa,Uganda,Various other categories,465628
Export,2016,Africa,NA,Various other categories,1373912
Export,2016,Africa,Egypt,Food and Feed,837889
Export,2016,Africa,Egypt,Chemical Products,8958539
Export,2016,Africa,Egypt,Rubber and Plastic,269578
Export,2016,Africa,Egypt,Metal Products,253239
Export,2016,Africa,Egypt,Electronic and Optical Products,4565236
Export,2016,Africa,Egypt,Electrical Equipment,2041235
Export,2016,Africa,Egypt,Machinery,15894728
Export,2016,Africa,Egypt,Other manufactured goods,302052
Export,2016,Africa,Egypt,Dienstleistungen des Verlagswesens,22327
Export,2016,Africa,Egypt,Various other categories,1375394
Export,2016,Africa,Equatorial Guinea,Various other categories,83725
Export,2016,Africa,Ethiopia,Electronic and Optical Products,2956884
Export,2016,Africa,Ethiopia,Machinery,1386846
Export,2016,Africa,Ethiopia,Various other categories,6191766
Export,2016,Americas,United States,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,2687635
Export,2016,Americas,United States,Food and Feed,39816313
Export,2016,Americas,United States,Getränke,215478
Export,2016,Americas,United States,Textiles,3039108
Export,2016,Americas,United States,Apparel,1496233
Export,2016,Americas,United States,Leder und Lederwaren,1791809
Export,2016,Americas,United States,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,260221
Export,2016,Americas,United States,"Papier, Pappe und Waren daraus",999083
Export,2016,Americas,United States,Kokereierzeugnisse und Mineralölerzeugnisse,1633747
Export,2016,Americas,United States,Chemical Products,90497458
Export,2016,Americas,United States,Pharmaceutical Products,10198290
Export,2016,Americas,United States,Rubber and Plastic,17255009
Export,2016,Americas,United States,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",9777064
Export,2016,Americas,United States,Metals,236568432
Export,2016,Americas,United States,Metal Products,33638798
Export,2016,Americas,United States,Electronic and Optical Products,353255306
Export,2016,Americas,United States,Electrical Equipment,102937054
Export,2016,Americas,United States,Machinery,322540668
Export,2016,Americas,United States,Kraftwagen und Kraftwagenteile,2470496
Export,2016,Americas,United States,Sonstige Fahrzeuge,98237385
Export,2016,Americas,United States,Möbel,10907719
Export,2016,Americas,United States,Other manufactured goods,195332206
Export,2016,Americas,United States,Dienstleistungen des Verlagswesens,3535701
Export,2016,Americas,United States,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",356257
Export,2016,Americas,United States,"Kreative, künstlerische und unterhaltende Dienstleistungen",205017219
Export,2016,Americas,United States,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",24004817
Export,2016,Americas,United States,Various other categories,905668
Export,2016,Americas,Argentina,Chemical Products,18878640
Export,2016,Americas,Argentina,Rubber and Plastic,460129
Export,2016,Americas,Argentina,Metal Products,530031
Export,2016,Americas,Argentina,Electronic and Optical Products,5102230
Export,2016,Americas,Argentina,Electrical Equipment,1474805
Export,2016,Americas,Argentina,Machinery,7294224
Export,2016,Americas,Argentina,Other manufactured goods,232703
Export,2016,Americas,Argentina,Dienstleistungen des Verlagswesens,3013
Export,2016,Americas,Argentina,Various other categories,3539737
Export,2016,Americas,Aruba,Various other categories,63557
Export,2016,Americas,Bahamas,Electronic and Optical Products,51933
Export,2016,Americas,Bahamas,Various other categories,22498904
Export,2016,Americas,Bermuda,Various other categories,703984
Export,2016,Americas,Bolivia,Electronic and Optical Products,377526
Export,2016,Americas,Bolivia,Machinery,253326
Export,2016,Americas,Bolivia,Various other categories,1222329
Export,2016,Americas,Brazil,Food and Feed,9157138
Export,2016,Americas,Brazil,Textiles,77181
Export,2016,Americas,Brazil,Apparel,21467
Export,2016,Americas,Brazil,Leder und Lederwaren,6622
Export,2016,Americas,Brazil,"Papier, Pappe und Waren daraus",9699
Export,2016,Americas,Brazil,Chemical Products,83768220
Export,2016,Americas,Brazil,Rubber and Plastic,880307
Export,2016,Americas,Brazil,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",926636
Export,2016,Americas,Brazil,Metals,239919
Export,2016,Americas,Brazil,Metal Products,1044019
Export,2016,Americas,Brazil,Electronic and Optical Products,24796207
Export,2016,Americas,Brazil,Electrical Equipment,4332956
Export,2016,Americas,Brazil,Machinery,10799296
Export,2016,Americas,Brazil,Other manufactured goods,6517074
Export,2016,Americas,Brazil,Dienstleistungen des Verlagswesens,97174
Export,2016,Americas,Brazil,Various other categories,2083082
Export,2016,Americas,Chile,Chemical Products,1311929
Export,2016,Americas,Chile,Rubber and Plastic,136743
Export,2016,Americas,Chile,Metal Products,715372
Export,2016,Americas,Chile,Electronic and Optical Products,6983684
Export,2016,Americas,Chile,Electrical Equipment,3831118
Export,2016,Americas,Chile,Machinery,8677841
Export,2016,Americas,Chile,Other manufactured goods,892338
Export,2016,Americas,Chile,Dienstleistungen des Verlagswesens,28671
Export,2016,Americas,Chile,Various other categories,3814673
Export,2016,Americas,Costa Rica,Chemical Products,632988
Export,2016,Americas,Costa Rica,Rubber and Plastic,172577
Export,2016,Americas,Costa Rica,Metal Products,52914
Export,2016,Americas,Costa Rica,Electronic and Optical Products,1073529
Export,2016,Americas,Costa Rica,Electrical Equipment,175742
Export,2016,Americas,Costa Rica,Machinery,846283
Export,2016,Americas,Costa Rica,Dienstleistungen des Verlagswesens,17486
Export,2016,Americas,Costa Rica,Various other categories,420881
Export,2016,Americas,Curaçao,Various other categories,46030
Export,2016,Americas,Dominican Republic,Electronic and Optical Products,568685
Export,2016,Americas,Dominican Republic,Machinery,1080019
Export,2016,Americas,Dominican Republic,Various other categories,3206207
Export,2016,Americas,Ecuador,Chemical Products,3119781
Export,2016,Americas,Ecuador,Rubber and Plastic,34280
Export,2016,Americas,Ecuador,Metal Products,23478
Export,2016,Americas,Ecuador,Electronic and Optical Products,1631349
Export,2016,Americas,Ecuador,Electrical Equipment,766776
Export,2016,Americas,Ecuador,Machinery,413417
Export,2016,Americas,Ecuador,Various other categories,425238
Export,2016,Americas,El Salvador,Electronic and Optical Products,577609
Export,2016,Americas,El Salvador,Machinery,836696
Export,2016,Americas,El Salvador,Various other categories,1149209
Export,2016,Americas,French Guiana,Various other categories,16325722
Export,2016,Americas,Guadeloupe,Various other categories,147280
Export,2016,Americas,Guatemala,Metal Products,66215
Export,2016,Americas,Guatemala,Electronic and Optical Products,852906
Export,2016,Americas,Guatemala,Machinery,921342
Export,2016,Americas,Guatemala,Various other categories,2553594
Export,2016,Americas,Honduras,Various other categories,1224989
Export,2016,Americas,Jamaica,Various other categories,80083
Export,2016,Americas,NA,Various other categories,15958723
Export,2016,Americas,Canada,Food and Feed,32451764
Export,2016,Americas,Canada,Textiles,585500
Export,2016,Americas,Canada,Apparel,588725
Export,2016,Americas,Canada,Leder und Lederwaren,159477
Export,2016,Americas,Canada,"Papier, Pappe und Waren daraus",60657
Export,2016,Americas,Canada,Chemical Products,2078549
Export,2016,Americas,Canada,Rubber and Plastic,1231659
Export,2016,Americas,Canada,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",2084459
Export,2016,Americas,Canada,Metals,3634632
Export,2016,Americas,Canada,Metal Products,1651861
Export,2016,Americas,Canada,Electronic and Optical Products,21040548
Export,2016,Americas,Canada,Electrical Equipment,6607902
Export,2016,Americas,Canada,Machinery,22114660
Export,2016,Americas,Canada,Sonstige Fahrzeuge,5544622
Export,2016,Americas,Canada,Other manufactured goods,3098665
Export,2016,Americas,Canada,Dienstleistungen des Verlagswesens,216851
Export,2016,Americas,Canada,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",240958
Export,2016,Americas,Canada,Various other categories,4233662
Export,2016,Americas,Colombia,Textiles,13369
Export,2016,Americas,Colombia,"Papier, Pappe und Waren daraus",3067
Export,2016,Americas,Colombia,Chemical Products,4934217
Export,2016,Americas,Colombia,Rubber and Plastic,2966421
Export,2016,Americas,Colombia,Metal Products,136636
Export,2016,Americas,Colombia,Electronic and Optical Products,1423781
Export,2016,Americas,Colombia,Electrical Equipment,548121
Export,2016,Americas,Colombia,Machinery,4071230
Export,2016,Americas,Colombia,Other manufactured goods,653201
Export,2016,Americas,Colombia,Dienstleistungen des Verlagswesens,1749
Export,2016,Americas,Colombia,Various other categories,564688
Export,2016,Americas,Cuba,Various other categories,2771382
Export,2016,Americas,Mexico,Textiles,53323
Export,2016,Americas,Mexico,"Papier, Pappe und Waren daraus",4371
Export,2016,Americas,Mexico,Chemical Products,10311676
Export,2016,Americas,Mexico,Rubber and Plastic,2255874
Export,2016,Americas,Mexico,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1619006
Export,2016,Americas,Mexico,Metal Products,1258665
Export,2016,Americas,Mexico,Electronic and Optical Products,9410156
Export,2016,Americas,Mexico,Electrical Equipment,11178812
Export,2016,Americas,Mexico,Machinery,34687434
Export,2016,Americas,Mexico,Other manufactured goods,877506
Export,2016,Americas,Mexico,Dienstleistungen des Verlagswesens,106921
Export,2016,Americas,Mexico,Various other categories,2356267
Export,2016,Americas,Nicaragua,Various other categories,219173
Export,2016,Americas,Panama,Rubber and Plastic,19192
Export,2016,Americas,Panama,Metal Products,11676
Export,2016,Americas,Panama,Electronic and Optical Products,981935
Export,2016,Americas,Panama,Electrical Equipment,79668
Export,2016,Americas,Panama,Machinery,199695
Export,2016,Americas,Panama,Other manufactured goods,54876
Export,2016,Americas,Panama,Various other categories,1749721
Export,2016,Americas,Paraguay,Various other categories,1004390
Export,2016,Americas,Peru,Chemical Products,891484
Export,2016,Americas,Peru,Rubber and Plastic,142686
Export,2016,Americas,Peru,Metal Products,196423
Export,2016,Americas,Peru,Electronic and Optical Products,2104819
Export,2016,Americas,Peru,Electrical Equipment,649212
Export,2016,Americas,Peru,Machinery,3067056
Export,2016,Americas,Peru,Other manufactured goods,736603
Export,2016,Americas,Peru,Dienstleistungen des Verlagswesens,11790
Export,2016,Americas,Peru,Various other categories,722315
Export,2016,Americas,St. Lucia,Various other categories,205599
Export,2016,Americas,Suriname,Various other categories,290761
Export,2016,Americas,Trinidad & Tobago,Various other categories,684988
Export,2016,Americas,Uruguay,Electronic and Optical Products,776251
Export,2016,Americas,Uruguay,Various other categories,3483132
Export,2016,Americas,Venezuela,Chemical Products,682186
Export,2016,Americas,Venezuela,Electronic and Optical Products,84328
Export,2016,Americas,Venezuela,Various other categories,597900
Export,2016,Americas,NA,Various other categories,6457118
Export,2016,Asia,Afghanistan,Various other categories,201299
Export,2016,Asia,Armenia,Chemical Products,192150
Export,2016,Asia,Armenia,Electronic and Optical Products,73351
Export,2016,Asia,Armenia,Various other categories,1114266
Export,2016,Asia,Azerbaijan,Chemical Products,548665
Export,2016,Asia,Azerbaijan,Rubber and Plastic,38848
Export,2016,Asia,Azerbaijan,Electronic and Optical Products,195844
Export,2016,Asia,Azerbaijan,Machinery,1938738
Export,2016,Asia,Azerbaijan,Dienstleistungen des Verlagswesens,6150
Export,2016,Asia,Azerbaijan,Various other categories,264387
Export,2016,Asia,Bahrain,Food and Feed,755626
Export,2016,Asia,Bahrain,Textiles,11652
Export,2016,Asia,Bahrain,"Papier, Pappe und Waren daraus",1386
Export,2016,Asia,Bahrain,Chemical Products,1190063
Export,2016,Asia,Bahrain,Rubber and Plastic,124888
Export,2016,Asia,Bahrain,Metal Products,309867
Export,2016,Asia,Bahrain,Electronic and Optical Products,1427725
Export,2016,Asia,Bahrain,Electrical Equipment,3871372
Export,2016,Asia,Bahrain,Machinery,1135874
Export,2016,Asia,Bahrain,Other manufactured goods,79181
Export,2016,Asia,Bahrain,Dienstleistungen des Verlagswesens,9858
Export,2016,Asia,Bahrain,Various other categories,154349
Export,2016,Asia,Bangladesh,Rubber and Plastic,207431
Export,2016,Asia,Bangladesh,Metal Products,31710
Export,2016,Asia,Bangladesh,Electronic and Optical Products,4702981
Export,2016,Asia,Bangladesh,Electrical Equipment,1931562
Export,2016,Asia,Bangladesh,Machinery,34909348
Export,2016,Asia,Bangladesh,Other manufactured goods,249378
Export,2016,Asia,Bangladesh,Dienstleistungen des Verlagswesens,24045
Export,2016,Asia,Bangladesh,Various other categories,484788
Export,2016,Asia,Brunei,Various other categories,91669
Export,2016,Asia,China,Food and Feed,10066358
Export,2016,Asia,China,Getränke,120025
Export,2016,Asia,China,Textiles,328212
Export,2016,Asia,China,Apparel,560383
Export,2016,Asia,China,Leder und Lederwaren,1636311
Export,2016,Asia,China,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,616209
Export,2016,Asia,China,"Papier, Pappe und Waren daraus",787724
Export,2016,Asia,China,Kokereierzeugnisse und Mineralölerzeugnisse,2799416
Export,2016,Asia,China,Chemical Products,43436088
Export,2016,Asia,China,Pharmaceutical Products,1032075
Export,2016,Asia,China,Rubber and Plastic,12489242
Export,2016,Asia,China,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",7211350
Export,2016,Asia,China,Metal Products,12043504
Export,2016,Asia,China,Electronic and Optical Products,225620837
Export,2016,Asia,China,Electrical Equipment,87814523
Export,2016,Asia,China,Machinery,298939741
Export,2016,Asia,China,Sonstige Fahrzeuge,3900109
Export,2016,Asia,China,Möbel,350348
Export,2016,Asia,China,Other manufactured goods,22331161
Export,2016,Asia,China,Dienstleistungen des Verlagswesens,921520
Export,2016,Asia,China,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",152006
Export,2016,Asia,China,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",2030479
Export,2016,Asia,China,Various other categories,2944170
Export,2016,Asia,Georgia,Electronic and Optical Products,189793
Export,2016,Asia,Georgia,Machinery,146333
Export,2016,Asia,Georgia,Various other categories,527552
Export,2016,Asia,Hong Kong SAR China,Food and Feed,9947194
Export,2016,Asia,Hong Kong SAR China,Getränke,9359758
Export,2016,Asia,Hong Kong SAR China,Textiles,481884
Export,2016,Asia,Hong Kong SAR China,Apparel,574220
Export,2016,Asia,Hong Kong SAR China,Leder und Lederwaren,1747509
Export,2016,Asia,Hong Kong SAR China,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,55794
Export,2016,Asia,Hong Kong SAR China,"Papier, Pappe und Waren daraus",115976
Export,2016,Asia,Hong Kong SAR China,Chemical Products,12145634
Export,2016,Asia,Hong Kong SAR China,Rubber and Plastic,1495594
Export,2016,Asia,Hong Kong SAR China,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",391010
Export,2016,Asia,Hong Kong SAR China,Metals,215496168
Export,2016,Asia,Hong Kong SAR China,Metal Products,1882723
Export,2016,Asia,Hong Kong SAR China,Electronic and Optical Products,83506579
Export,2016,Asia,Hong Kong SAR China,Electrical Equipment,11596461
Export,2016,Asia,Hong Kong SAR China,Machinery,12777302
Export,2016,Asia,Hong Kong SAR China,Sonstige Fahrzeuge,2594896
Export,2016,Asia,Hong Kong SAR China,Möbel,40489
Export,2016,Asia,Hong Kong SAR China,Other manufactured goods,82665805
Export,2016,Asia,Hong Kong SAR China,Dienstleistungen des Verlagswesens,460094
Export,2016,Asia,Hong Kong SAR China,"Kreative, künstlerische und unterhaltende Dienstleistungen",3346767
Export,2016,Asia,Hong Kong SAR China,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",3886591
Export,2016,Asia,Hong Kong SAR China,Various other categories,2099004
Export,2016,Asia,India,Food and Feed,2416083
Export,2016,Asia,India,Textiles,113533
Export,2016,Asia,India,Apparel,41471
Export,2016,Asia,India,Leder und Lederwaren,146897
Export,2016,Asia,India,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,81487
Export,2016,Asia,India,"Papier, Pappe und Waren daraus",36622
Export,2016,Asia,India,Kokereierzeugnisse und Mineralölerzeugnisse,7369
Export,2016,Asia,India,Chemical Products,26515713
Export,2016,Asia,India,Pharmaceutical Products,357860
Export,2016,Asia,India,Rubber and Plastic,4073368
Export,2016,Asia,India,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",2599476
Export,2016,Asia,India,Metals,300840251
Export,2016,Asia,India,Metal Products,4106297
Export,2016,Asia,India,Electronic and Optical Products,68502369
Export,2016,Asia,India,Electrical Equipment,18207818
Export,2016,Asia,India,Machinery,95573161
Export,2016,Asia,India,Sonstige Fahrzeuge,745471
Export,2016,Asia,India,Other manufactured goods,4826732
Export,2016,Asia,India,Dienstleistungen des Verlagswesens,727192
Export,2016,Asia,India,Various other categories,8468023
Export,2016,Asia,Indonesia,Food and Feed,3565976
Export,2016,Asia,Indonesia,Textiles,25052
Export,2016,Asia,Indonesia,"Papier, Pappe und Waren daraus",15425
Export,2016,Asia,Indonesia,Chemical Products,18635423
Export,2016,Asia,Indonesia,Rubber and Plastic,570778
Export,2016,Asia,Indonesia,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",384639
Export,2016,Asia,Indonesia,Metals,278449
Export,2016,Asia,Indonesia,Metal Products,3852670
Export,2016,Asia,Indonesia,Electronic and Optical Products,6607266
Export,2016,Asia,Indonesia,Electrical Equipment,3551119
Export,2016,Asia,Indonesia,Machinery,18470736
Export,2016,Asia,Indonesia,Other manufactured goods,625556
Export,2016,Asia,Indonesia,Dienstleistungen des Verlagswesens,28750
Export,2016,Asia,Indonesia,Various other categories,18411671
Export,2016,Asia,Iraq,Electronic and Optical Products,3290724
Export,2016,Asia,Iraq,Electrical Equipment,3135363
Export,2016,Asia,Iraq,Machinery,714006
Export,2016,Asia,Iraq,Various other categories,1501450
Export,2016,Asia,Iran,Textiles,51397
Export,2016,Asia,Iran,Chemical Products,8899928
Export,2016,Asia,Iran,Rubber and Plastic,500797
Export,2016,Asia,Iran,Metal Products,445832
Export,2016,Asia,Iran,Electronic and Optical Products,13037337
Export,2016,Asia,Iran,Electrical Equipment,844561
Export,2016,Asia,Iran,Machinery,17500502
Export,2016,Asia,Iran,Other manufactured goods,1653350
Export,2016,Asia,Iran,Dienstleistungen des Verlagswesens,56968
Export,2016,Asia,Iran,Various other categories,2782979
Export,2016,Asia,Israel,Food and Feed,4237942
Export,2016,Asia,Israel,Textiles,171891
Export,2016,Asia,Israel,Apparel,16887
Export,2016,Asia,Israel,Leder und Lederwaren,11621
Export,2016,Asia,Israel,"Papier, Pappe und Waren daraus",31471
Export,2016,Asia,Israel,Chemical Products,10404553
Export,2016,Asia,Israel,Pharmaceutical Products,284020
Export,2016,Asia,Israel,Rubber and Plastic,2544331
Export,2016,Asia,Israel,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",89957
Export,2016,Asia,Israel,Metals,229784
Export,2016,Asia,Israel,Metal Products,1129265
Export,2016,Asia,Israel,Electronic and Optical Products,13541778
Export,2016,Asia,Israel,Electrical Equipment,3419905
Export,2016,Asia,Israel,Machinery,15633188
Export,2016,Asia,Israel,Other manufactured goods,13183888
Export,2016,Asia,Israel,Dienstleistungen des Verlagswesens,36393550
Export,2016,Asia,Israel,Various other categories,10706711
Export,2016,Asia,Japan,Food and Feed,6911922
Export,2016,Asia,Japan,Getränke,555807
Export,2016,Asia,Japan,Textiles,1186599
Export,2016,Asia,Japan,Apparel,741159
Export,2016,Asia,Japan,Leder und Lederwaren,2773994
Export,2016,Asia,Japan,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,18053
Export,2016,Asia,Japan,"Papier, Pappe und Waren daraus",51755
Export,2016,Asia,Japan,Chemical Products,12775580
Export,2016,Asia,Japan,Pharmaceutical Products,3155192
Export,2016,Asia,Japan,Rubber and Plastic,2816257
Export,2016,Asia,Japan,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1337061
Export,2016,Asia,Japan,Metals,37730095
Export,2016,Asia,Japan,Metal Products,10587712
Export,2016,Asia,Japan,Electronic and Optical Products,73403458
Export,2016,Asia,Japan,Electrical Equipment,12745452
Export,2016,Asia,Japan,Machinery,77426495
Export,2016,Asia,Japan,Sonstige Fahrzeuge,549824
Export,2016,Asia,Japan,Möbel,356416
Export,2016,Asia,Japan,Other manufactured goods,2921340
Export,2016,Asia,Japan,Dienstleistungen des Verlagswesens,296138
Export,2016,Asia,Japan,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",101766
Export,2016,Asia,Japan,"Kreative, künstlerische und unterhaltende Dienstleistungen",1813828
Export,2016,Asia,Japan,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",2726297
Export,2016,Asia,Japan,Various other categories,415024
Export,2016,Asia,Jordan,Food and Feed,725234
Export,2016,Asia,Jordan,"Papier, Pappe und Waren daraus",3558
Export,2016,Asia,Jordan,Chemical Products,1686658
Export,2016,Asia,Jordan,Rubber and Plastic,72931
Export,2016,Asia,Jordan,Metal Products,13456
Export,2016,Asia,Jordan,Electronic and Optical Products,1009038
Export,2016,Asia,Jordan,Electrical Equipment,131388
Export,2016,Asia,Jordan,Machinery,696329
Export,2016,Asia,Jordan,Other manufactured goods,399778
Export,2016,Asia,Jordan,Dienstleistungen des Verlagswesens,23048
Export,2016,Asia,Jordan,Various other categories,51064742
Export,2016,Asia,Cambodia,Various other categories,431532
Export,2016,Asia,Kazakhstan,Chemical Products,784876
Export,2016,Asia,Kazakhstan,Electronic and Optical Products,1757695
Export,2016,Asia,Kazakhstan,Machinery,906291
Export,2016,Asia,Kazakhstan,Other manufactured goods,566243
Export,2016,Asia,Kazakhstan,Dienstleistungen des Verlagswesens,8283
Export,2016,Asia,Kazakhstan,Various other categories,1218407
Export,2016,Asia,Qatar,Food and Feed,3437027
Export,2016,Asia,Qatar,Textiles,86926
Export,2016,Asia,Qatar,"Papier, Pappe und Waren daraus",1385
